Obtid,Time,TEMP,P,HUM,WDR,WS,R,VIZ
58519,20220917115400,16.9,1004.8,13,26,12.6,1.3,10208.9
58527,20220917115400,23.4,1010.7,41,32,0.5,0.7,10276.1
58600,20220917115400,20.5,1021.2,84,346,1.1,0.3,10397.2
58606,20220917115400,3.1,1016.6,21,273,9.3,0.0,10306.1
58608,20220917115400,21.7,1017.9,62,161,5.5,1.3,10107.0
58622,20220917115400,32.5,1026.0,44,144,9.2,0.3,10463.7
58626,20220917115400,9.7,1026.2,17,309,1.9,1.2,10366.5
58634,20220917115400,29.3,1015.5,83,34,8.6,0.2,10184.0
58637,20220917115400,29.8,1006.5,6,2,4.5,0.6,10311.3
58705,20220917115400,15.2,1001.4,75,243,1.9,0.5,10278.8
58715,20220917115400,25.9,1025.3,9,192,2.7,0.0,10492.8
58718,20220917115400,3.9,1004.1,23,24,7.1,0.8,10378.7
58806,20220917115400,29.7,1021.3,98,224,6.0,0.2,10107.9
58813,20220917115400,14.8,1013.8,74,129,0.9,0.3,10483.2
59092,20220917115400,20.0,1014.0,65,295,2.5,0.4,10399.4
59102,20220917115400,21.2,1020.9,62,204,2.5,1.1,10432.9
54236,20220917115400,34.7,1002.4,79,329,4.9,1.1,10094.9
54237,20220917115400,19.7,1025.9,92,237,4.9,0.0,10254.0
54243,20220917115400,25.7,1013.7,25,160,8.7,0.4,10004.4
54254,20220917115400,19.8,1018.8,95,210,6.4,0.4,10278.7
54259,20220917115400,9.3,1011.8,15,260,3.3,0.0,10056.5
54324,20220917115400,13.3,1011.4,55,274,10.0,0.9,10491.7
54326,20220917115400,6.5,1013.0,44,349,8.2,1.1,10306.3
54333,20220917115400,12.3,1015.2,37,357,12.2,1.0,10432.9
54334,20220917115400,14.8,1007.5,82,350,13.4,0.7,10067.0
54335,20220917115400,2.9,1003.4,73,241,6.0,1.4,10431.8
54337,20220917115400,5.2,1016.6,13,151,4.1,0.3,10471.0
54339,20220917115400,4.6,1019.4,74,286,13.3,1.3,10421.7
54342,20220917115400,10.1,1023.0,43,276,13.6,1.5,10168.2
54346,20220917115400,19.2,1019.2,98,309,11.3,0.5,10032.9
54349,20220917115400,20.4,1008.4,91,137,7.5,1.4,10111.6
54351,20220917115400,15.6,1009.1,73,83,13.7,1.3,10450.0
54353,20220917115400,29.6,1009.0,77,91,0.5,1.4,10374.3
54365,20220917115400,6.6,1000.0,7,283,1.7,0.7,10314.5
54452,20220917115400,31.4,1014.3,96,167,12.7,0.9,10157.6
54454,20220917115400,5.3,1003.7,45,200,5.3,1.2,10455.5
54455,20220917115400,34.5,1014.5,5,326,7.5,0.0,10359.5
54470,20220917115400,18.3,1004.5,29,356,9.5,1.0,10089.4
54471,20220917115400,24.2,1013.1,45,286,6.9,1.5,10089.1
54472,20220917115400,31.7,1009.8,98,152,2.2,1.3,10464.8
54476,20220917115400,27.2,1000.6,88,131,2.6,0.7,10114.7
54486,20220917115400,24.6,1001.8,87,105,12.5,1.0,10184.7
54493,20220917115400,26.8,1014.1,54,166,4.4,0.5,10419.0
54497,20220917115400,27.7,1013.3,38,25,6.8,1.4,10413.4
54563,20220917115400,29.2,1024.4,90,159,14.0,1.2,10195.2
54579,20220917115400,20.2,1025.6,80,131,14.6,0.5,10049.7
54584,20220917115400,22.6,1002.3,71,303,8.6,0.7,10121.9
54660,20220917115400,11.0,1002.4,14,79,1.4,0.2,10093.2
54662,20220917115400,20.8,1020.6,82,113,6.7,0.2,10142.8
50425,20220917115400,27.6,1017.5,87,125,12.3,1.3,10408.8
50434,20220917115400,20.9,1020.9,5,210,6.8,1.4,10272.8
50514,20220917115400,34.0,1024.1,15,97,2.7,1.5,10011.6
50527,20220917115400,20.6,1015.4,53,334,11.7,0.9,10276.1
50548,20220917115400,17.6,1008.7,97,315,5.7,0.2,10375.6
50603,20220917115400,9.0,1023.0,21,261,8.4,0.4,10253.8
50618,20220917115400,32.1,1023.3,29,291,0.6,1.4,10344.2
50632,20220917115400,20.5,1019.3,38,195,5.4,1.3,10279.5
50639,20220917115400,32.4,1011.0,2,219,8.2,0.9,10360.9
50727,20220917115400,23.7,1023.1,27,334,13.1,0.6,10282.8
50834,20220917115400,3.1,1013.8,20,314,2.6,0.4,10460.7
50838,20220917115400,0.9,1010.7,87,88,6.6,0.7,10493.8
50915,20220917115400,14.1,1000.1,98,14,4.1,0.6,10445.1
50924,20220917115400,14.8,1019.4,9,106,13.3,0.6,10392.0
52267,20220917115400,0.9,1013.1,69,164,5.6,0.8,10402.6
52495,20220917115400,0.1,1023.1,97,188,12.8,1.4,10494.8
52576,20220917115400,18.6,1007.4,86,157,2.8,1.4,10431.1
53068,20220917115400,4.2,1023.5,65,163,8.6,0.4,10328.2
53083,20220917115400,9.6,1001.4,55,86,9.2,1.0,10158.8
53149,20220917115400,27.5,1011.5,34,94,9.6,0.6,10017.7
53192,20220917115400,22.3,1010.1,92,283,12.8,0.8,10283.2
53195,20220917115400,17.1,1019.1,4,337,4.8,0.8,10327.0
53276,20220917115400,34.1,1022.1,35,24,0.7,0.8,10080.0
53336,20220917115400,26.1,1019.1,13,111,7.3,0.2,10443.8
53352,20220917115400,24.9,1007.8,89,49,4.6,0.7,10474.3
53362,20220917115400,1.9,1024.3,70,82,11.9,0.8,10261.0
53367,20220917115400,11.6,1017.9,34,331,9.1,1.1,10164.8
53391,20220917115400,16.8,1005.3,98,212,12.1,1.0,10029.9
53446,20220917115400,30.5,1008.1,90,176,3.6,0.1,10486.1
53463,20220917115400,22.0,1023.3,95,159,6.6,0.3,10352.7
53480,20220917115400,8.0,1011.7,6,194,13.4,0.6,10277.6
53502,20220917115400,32.8,1016.5,14,37,7.0,0.3,10116.7
53513,20220917115400,3.5,1019.6,34,257,7.9,1.4,10263.9
53529,20220917115400,25.0,1004.1,24,189,10.9,0.9,10073.8
53543,20220917115400,22.4,1013.2,55,151,7.0,1.1,10300.7
53547,20220917115400,27.9,1011.7,25,173,11.4,0.1,10447.9
53602,20220917115400,21.7,1010.5,41,135,12.3,0.1,10205.4
54012,20220917115400,16.0,1013.2,19,39,9.8,0.6,10382.1
54026,20220917115400,28.2,1024.6,82,173,4.4,1.5,10069.5
54027,20220917115400,32.8,1018.2,16,272,0.1,1.5,10214.0
54102,20220917115400,33.4,1003.8,16,299,12.9,1.1,10275.4
54115,20220917115400,13.3,1009.7,39,49,8.1,1.3,10210.4
54134,20220917115400,27.2,1024.3,50,319,1.4,0.7,10268.9
54135,20220917115400,16.4,1002.8,74,186,1.7,0.0,10376.8
54208,20220917115400,31.6,1017.2,56,335,0.6,1.5,10442.9
54213,20220917115400,10.0,1001.5,13,251,1.3,1.5,10000.6
54218,20220917115400,23.9,1005.7,82,348,6.5,0.2,10487.0
54226,20220917115400,27.2,1000.5,44,264,8.6,0.9,10211.0
53519,20220917115400,26.3,1011.5,74,256,13.5,1.2,10462.6
53612,20220917115400,22.9,1022.1,99,102,13.2,0.6,10423.8
53614,20220917115400,17.6,1014.3,27,343,2.7,1.1,10448.7
53615,20220917115400,22.5,1000.6,91,298,0.7,0.6,10334.3
53704,20220917115400,3.4,1007.8,45,0,6.0,0.1,10117.1
53705,20220917115400,3.1,1007.6,89,42,4.9,0.2,10046.8
53723,20220917115400,5.9,1006.8,51,332,11.4,0.8,10009.2
53806,20220917115400,1.0,1012.0,52,128,12.8,1.4,10349.2
53810,20220917115400,1.6,1020.5,41,302,8.5,0.8,10068.7
53817,20220917115400,10.7,1003.7,12,85,0.0,0.7,10436.9
53903,20220917115400,19.4,1008.4,65,65,9.0,0.2,10031.0
53910,20220917115400,4.3,1023.2,46,359,12.9,0.1,10260.0
51886,20220917115400,2.3,1020.6,6,85,2.3,0.5,10350.8
52602,20220917115400,20.1,1024.7,63,65,3.4,1.0,10075.1
52633,20220917115400,17.0,1008.7,43,337,6.7,0.6,10370.9
52645,20220917115400,1.7,1022.7,45,285,6.4,0.9,10186.2
52657,20220917115400,10.6,1011.0,5,172,8.3,1.3,10274.7
52707,20220917115400,28.0,1020.2,78,274,14.1,1.5,10155.6
52713,20220917115400,19.4,1020.2,75,193,4.7,0.8,10144.0
52737,20220917115400,33.3,1008.9,30,323,14.8,1.3,10310.7
52754,20220917115400,13.1,1018.9,5,127,10.5,0.8,10255.9
52765,20220917115400,26.3,1007.0,58,175,12.9,1.0,10102.9
52818,20220917115400,19.8,1016.8,86,347,4.7,0.0,10402.1
52825,20220917115400,34.6,1001.5,67,20,5.7,0.3,10172.4
52833,20220917115400,19.3,1018.3,76,350,3.5,0.4,10068.7
52836,20220917115400,11.3,1018.5,90,178,1.2,0.7,10096.6
52842,20220917115400,13.0,1010.5,88,245,1.5,0.0,10111.2
52856,20220917115400,10.0,1021.1,29,149,11.7,1.1,10450.9
52866,20220917115400,10.2,1003.7,10,221,6.3,0.1,10328.6
52868,20220917115400,12.8,1025.7,30,358,5.9,0.2,10219.9
52876,20220917115400,31.8,1002.9,95,167,5.5,1.3,10452.9
52908,20220917115400,15.2,1024.2,98,117,9.4,0.2,10494.8
52943,20220917115400,21.2,1023.3,22,287,1.5,1.4,10398.2
52955,20220917115400,6.6,1022.7,73,48,3.6,0.9,10005.2
52974,20220917115400,30.0,1015.8,36,258,9.3,0.9,10086.3
56004,20220917115400,15.5,1015.6,71,262,12.5,1.2,10099.6
56018,20220917115400,18.7,1005.8,12,264,12.3,0.4,10262.5
56021,20220917115400,8.5,1003.1,45,321,3.6,1.2,10168.3
56029,20220917115400,4.2,1008.4,17,108,14.2,1.5,10313.6
56033,20220917115400,28.4,1009.1,77,277,10.2,1.4,10485.5
56034,20220917115400,13.8,1023.8,25,11,1.6,0.7,10114.5
56043,20220917115400,8.5,1001.6,12,90,3.9,1.5,10339.9
56046,20220917115400,1.8,1007.1,1,358,9.2,1.2,10310.9
56065,20220917115400,10.3,1004.3,58,334,10.9,0.9,10129.9
56067,20220917115400,11.3,1025.4,28,243,4.8,1.5,10304.7
56125,20220917115400,25.7,1015.8,82,278,6.1,1.2,10179.4
56151,20220917115400,10.7,1002.7,44,78,7.0,1.5,10194.0
54715,20220917115400,19.2,1000.9,48,359,8.7,0.0,10056.8
54725,20220917115400,0.3,1023.2,41,332,6.8,0.0,10421.7
54727,20220917115400,17.1,1024.1,50,285,1.0,0.7,10493.5
54744,20220917115400,25.5,1007.8,36,126,7.3,0.6,10258.4
54751,20220917115400,23.3,1018.8,86,156,13.9,0.0,10212.4
54753,20220917115400,21.6,1010.6,85,228,12.3,0.8,10477.0
54764,20220917115400,29.5,1024.4,1,52,11.6,0.5,10129.5
54774,20220917115400,4.3,1004.2,45,53,5.8,0.7,10072.6
54776,20220917115400,18.3,1003.4,38,236,13.5,1.0,10015.9
54808,20220917115400,18.7,1014.7,44,5,14.3,0.3,10153.3
54823,20220917115400,21.4,1011.6,79,23,10.2,0.2,10050.8
54826,20220917115400,10.2,1011.4,78,298,1.4,0.9,10423.8
54836,20220917115400,5.8,1003.3,37,187,6.2,1.3,10028.2
54842,20220917115400,27.6,1005.7,21,246,0.6,1.1,10248.9
54843,20220917115400,3.3,1013.8,70,11,0.1,0.7,10468.8
54857,20220917115400,4.3,1023.4,14,164,6.0,0.2,10003.7
54863,20220917115400,18.8,1022.1,79,280,11.9,0.2,10129.2
54909,20220917115400,2.6,1014.9,44,213,8.9,1.1,10115.3
54916,20220917115400,4.4,1015.5,43,327,7.3,1.1,10315.8
54929,20220917115400,29.1,1003.7,57,200,4.1,1.0,10478.6
54936,20220917115400,32.1,1019.4,31,48,13.0,0.9,10296.6
54945,20220917115400,28.0,1024.5,89,17,1.5,0.7,10450.6
58034,20220917115400,5.9,1009.0,34,11,8.1,0.7,10228.6
53478,20220917115400,20.8,1023.9,70,183,5.1,1.0,10272.0
53487,20220917115400,24.1,1014.0,20,157,1.4,1.3,10028.1
53490,20220917115400,15.8,1012.5,7,310,3.6,1.1,10179.1
53564,20220917115400,6.1,1006.7,10,327,8.3,1.4,10157.5
53578,20220917115400,28.4,1007.5,10,220,5.9,1.1,10479.8
53579,20220917115400,32.1,1001.9,19,247,5.9,0.5,10451.8
53588,20220917115400,1.1,1009.4,35,194,14.9,0.0,10350.8
53594,20220917115400,17.4,1018.9,13,280,12.4,1.4,10378.5
53663,20220917115400,21.9,1003.1,11,33,8.6,1.5,10470.5
53664,20220917115400,19.3,1001.2,50,90,11.1,0.3,10419.2
53673,20220917115400,21.3,1021.0,27,18,14.6,0.0,10198.2
53687,20220917115400,13.3,1017.7,50,353,4.4,0.6,10270.3
53764,20220917115400,30.6,1021.1,74,37,5.2,0.3,10357.1
53772,20220917115400,23.5,1003.9,96,246,10.7,0.4,10054.0
53775,20220917115400,25.2,1000.7,67,133,1.9,0.8,10023.9
53787,20220917115400,32.1,1020.4,16,2,5.8,0.1,10329.5
53853,20220917115400,29.7,1009.4,22,142,1.7,1.4,10106.4
53859,20220917115400,31.3,1003.6,2,350,3.7,0.5,10189.7
53863,20220917115400,8.8,1004.8,98,197,0.5,0.7,10341.1
53868,20220917115400,13.3,1021.9,6,31,11.3,0.4,10167.2
53877,20220917115400,16.3,1025.9,2,116,2.0,0.2,10480.7
53882,20220917115400,5.2,1011.0,51,339,5.3,0.8,10283.2
53884,20220917115400,15.7,1016.8,23,189,14.6,0.4,10050.0
53959,20220917115400,22.5,1014.0,69,250,14.5,1.3,10495.0
53963,20220917115400,34.3,1010.6,29,2,13.5,0.1,10440.4
53968,20220917115400,10.9,1019.6,63,35,12.8,0.8,10454.2
53975,20220917115400,29.0,1002.8,29,355,2.1,1.4,10168.1
57052,20220917115400,21.1,1001.2,24,4,1.0,0.7,10442.7
53646,20220917115400,17.9,1011.7,29,315,6.5,1.2,10293.8
53651,20220917115400,0.3,1002.8,62,130,4.4,1.5,10210.8
53725,20220917115400,28.4,1020.4,65,196,0.8,1.2,10444.3
53735,20220917115400,32.4,1005.2,1,353,12.1,1.1,10370.2
53738,20220917115400,23.0,1002.3,33,76,8.5,1.2,10191.1
53740,20220917115400,30.7,1004.4,7,237,5.9,0.3,10191.2
53754,20220917115400,13.9,1011.7,78,79,13.3,1.0,10245.8
53845,20220917115400,25.8,1024.3,72,95,3.7,1.1,10481.3
53854,20220917115400,4.8,1002.6,7,170,6.5,0.2,10343.4
53929,20220917115400,9.1,1018.7,36,127,7.1,1.3,10450.4
53942,20220917115400,0.1,1018.0,84,255,10.4,0.9,10214.7
53948,20220917115400,15.3,1015.5,4,221,4.3,0.6,10194.0
53955,20220917115400,6.9,1021.5,37,90,14.8,1.0,10108.3
57003,20220917115400,32.5,1014.4,64,138,3.9,0.2,10063.8
57025,20220917115400,2.1,1001.1,42,113,5.1,0.8,10154.5
57028,20220917115400,29.7,1019.2,48,197,14.2,0.2,10055.6
57030,20220917115400,25.9,1020.1,87,49,3.1,0.2,10409.4
57034,20220917115400,3.3,1012.4,96,197,10.5,1.1,10087.0
57037,20220917115400,34.8,1001.7,45,127,14.9,0.5,10209.8
57046,20220917115400,29.4,1007.3,85,302,10.1,0.0,10208.0
57048,20220917115400,19.6,1002.3,90,113,11.9,0.3,10074.2
57049,20220917115400,32.8,1008.1,66,74,12.2,0.5,10011.3
57106,20220917115400,4.8,1005.5,51,304,7.9,1.4,10135.6
57124,20220917115400,2.8,1004.8,88,143,9.6,0.0,10447.2
57127,20220917115400,12.6,1020.0,57,35,9.8,0.5,10030.8
57131,20220917115400,2.3,1008.9,36,52,7.7,1.2,10317.1
57134,20220917115400,13.1,1020.8,90,60,13.5,0.3,10384.2
57140,20220917115400,11.9,1004.2,93,345,12.0,0.3,10303.0
57143,20220917115400,6.8,1014.5,78,300,1.5,0.5,10280.5
57144,20220917115400,25.3,1007.2,49,76,5.8,1.1,10192.8
57154,20220917115400,13.1,1001.5,68,208,10.1,0.4,10098.9
57211,20220917115400,28.4,1008.5,29,113,13.7,1.2,10438.7
57232,20220917115400,25.0,1004.7,32,219,10.9,0.9,10365.2
57238,20220917115400,26.7,1008.8,20,5,3.3,1.1,10068.1
57245,20220917115400,29.2,1019.2,90,99,8.9,0.0,10367.4
57343,20220917115400,13.6,1020.7,92,329,6.7,0.0,10050.2
58362,20220917115400,28.9,1003.2,34,116,9.6,0.1,10055.8
56038,20220917115400,22.8,1010.5,100,7,12.8,1.4,10218.7
56079,20220917115400,31.1,1010.2,14,125,8.9,1.4,10146.7
56144,20220917115400,16.3,1024.3,9,91,8.0,1.1,10242.4
56146,20220917115400,34.2,1015.3,83,215,11.6,1.2,10428.1
56152,20220917115400,29.4,1010.5,72,252,1.5,0.2,10241.1
56167,20220917115400,29.4,1003.2,44,289,3.1,0.4,10204.3
56172,20220917115400,11.8,1019.8,3,21,12.6,1.0,10400.4
56173,20220917115400,32.9,1007.9,25,255,8.7,1.0,10153.5
56178,20220917115400,33.6,1017.4,35,190,6.1,1.4,10071.0
56182,20220917115400,9.2,1025.2,7,234,2.7,1.3,10246.5
56187,20220917115400,1.3,1016.0,50,51,7.3,1.5,10286.0
56188,20220917115400,4.3,1016.6,9,37,13.0,1.2,10044.8
56196,20220917115400,12.1,1021.0,23,323,6.7,1.3,10050.2
56247,20220917115400,17.4,1017.9,40,339,10.1,0.9,10115.6
56251,20220917115400,34.8,1024.9,21,119,0.9,0.9,10151.5
56257,20220917115400,17.5,1014.1,59,333,14.2,0.2,10478.0
56287,20220917115400,11.6,1024.0,55,92,4.2,0.8,10043.1
56357,20220917115400,23.6,1009.2,13,42,10.8,0.3,10249.4
56374,20220917115400,15.0,1005.1,91,120,5.0,0.2,10427.5
56385,20220917115400,9.0,1019.8,54,155,0.9,1.1,10320.6
56386,20220917115400,11.0,1018.9,71,296,13.1,0.8,10064.7
56459,20220917115400,22.3,1004.2,88,297,4.2,0.3,10084.3
56462,20220917115400,9.9,1004.8,33,202,10.4,0.2,10165.2
56475,20220917115400,29.9,1022.4,87,317,1.9,0.4,10352.7
56479,20220917115400,9.9,1002.5,93,225,3.5,0.2,10047.0
56485,20220917115400,34.1,1019.3,35,24,14.2,0.9,10093.7
56492,20220917115400,21.7,1009.3,14,207,7.6,1.4,10047.2
56565,20220917115400,4.6,1026.2,5,280,5.9,1.5,10403.6
56571,20220917115400,13.5,1006.8,74,151,13.8,0.5,10081.1
56666,20220917115400,29.7,1021.1,11,144,12.1,0.0,10415.0
56671,20220917115400,34.2,1023.5,75,252,14.0,0.8,10437.1
57206,20220917115400,32.1,1024.3,41,50,1.0,0.1,10450.3
57237,20220917115400,5.2,1001.8,52,312,7.1,1.2,10324.7
57306,20220917115400,30.0,1000.8,61,157,2.6,1.0,10006.8
57313,20220917115400,26.2,1018.6,74,245,3.3,0.8,10485.1
57314,20220917115400,15.9,1008.5,61,172,13.0,0.0,10150.8
57328,20220917115400,4.5,1025.7,38,224,13.5,0.1,10483.2
57405,20220917115400,27.9,1012.5,80,130,0.9,0.7,10353.6
57411,20220917115400,6.8,1021.5,41,25,8.3,0.9,10298.9
57503,20220917115400,28.5,1005.2,72,73,10.7,1.1,10047.4
57604,20220917115400,22.5,1003.3,33,100,13.3,1.4,10240.6
57608,20220917115400,2.8,1019.1,13,227,7.6,0.3,10078.6
54525,20220917115400,32.3,1006.7,57,75,10.2,0.8,10298.3
54527,20220917115400,34.2,1010.8,15,175,3.1,0.1,10325.5
54623,20220917115400,26.2,1024.0,38,180,10.5,0.2,10157.3
55228,20220917115400,12.5,1025.9,57,19,0.7,0.0,10315.4
55248,20220917115400,33.6,1004.8,88,183,5.0,1.5,10215.1
55279,20220917115400,9.9,1014.8,11,99,5.8,0.8,10437.8
55294,20220917115400,29.0,1003.8,95,272,3.5,0.7,10350.9
55299,20220917115400,4.5,1018.7,25,153,5.1,0.8,10103.7
55437,20220917115400,28.4,1013.5,83,36,1.3,1.3,10045.7
55472,20220917115400,6.5,1018.6,22,29,5.9,0.3,10366.3
55493,20220917115400,15.6,1025.7,55,319,2.2,1.2,10443.5
55569,20220917115400,5.1,1017.8,56,301,9.1,1.5,10177.1
55578,20220917115400,32.3,1024.6,79,327,1.1,0.4,10487.9
55585,20220917115400,18.4,1014.8,79,132,10.1,0.3,10413.4
55591,20220917115400,35.0,1014.2,74,172,14.1,0.3,10087.8
55598,20220917115400,7.6,1020.9,35,62,1.5,1.3,10073.5
55655,20220917115400,34.1,1006.7,11,14,8.3,0.4,10407.9
55664,20220917115400,9.8,1012.3,69,12,3.8,0.6,10432.2
55680,20220917115400,18.5,1002.5,31,112,12.7,1.2,10462.2
55681,20220917115400,26.2,1011.8,28,93,11.3,0.1,10068.1
55690,20220917115400,11.6,1015.1,84,106,12.8,0.1,10085.0
55696,20220917115400,2.2,1021.3,55,199,8.8,0.6,10193.4
55773,20220917115400,29.5,1000.9,2,57,11.6,0.7,10287.0
56106,20220917115400,29.5,1003.2,59,294,7.1,0.5,10405.5
56116,20220917115400,25.4,1008.8,60,116,10.9,0.6,10100.0
56137,20220917115400,27.1,1014.4,47,21,12.5,1.2,10015.8
56202,20220917115400,29.1,1005.5,46,100,9.6,0.6,10314.9
56223,20220917115400,20.6,1025.9,84,148,1.9,1.3,10251.7
56227,20220917115400,4.9,1019.0,28,78,3.3,1.4,10417.0
56312,20220917115400,7.5,1001.6,1,335,7.0,1.4,10398.6
56331,20220917115400,4.8,1010.1,50,221,7.6,0.2,10054.0
56434,20220917115400,26.0,1022.4,64,196,12.6,1.4,10362.4
51053,20220917115400,7.6,1023.6,73,339,12.1,0.3,10479.8
51059,20220917115400,31.5,1010.5,16,102,1.8,1.1,10247.1
51060,20220917115400,6.8,1001.0,26,276,1.6,1.1,10493.5
51068,20220917115400,24.2,1022.8,52,16,2.0,1.0,10460.9
51076,20220917115400,0.5,1020.4,3,43,0.5,1.0,10011.2
51087,20220917115400,18.7,1023.8,4,295,6.0,1.0,10478.7
51133,20220917115400,11.2,1011.0,27,160,5.0,0.4,10304.4
51156,20220917115400,26.8,1004.1,59,301,5.6,0.1,10448.0
51186,20220917115400,31.0,1024.9,88,214,14.3,0.1,10403.5
51232,20220917115400,18.5,1010.0,4,318,14.0,1.4,10393.2
51238,20220917115400,31.4,1014.9,56,91,1.1,1.4,10081.6
51241,20220917115400,0.9,1002.8,65,23,12.1,1.4,10098.1
51243,20220917115400,9.7,1007.5,27,208,6.4,0.5,10061.8
51288,20220917115400,31.6,1022.9,5,339,11.9,1.5,10244.9
51330,20220917115400,10.6,1009.1,56,160,9.2,0.3,10490.5
51334,20220917115400,2.9,1011.0,48,128,3.5,0.7,10114.8
51346,20220917115400,0.3,1024.0,100,17,7.2,1.4,10280.8
51358,20220917115400,24.7,1019.6,81,147,9.6,0.0,10116.2
51365,20220917115400,6.8,1012.0,48,85,1.1,1.5,10311.1
51367,20220917115400,34.7,1017.9,81,320,5.9,1.5,10180.2
51379,20220917115400,29.9,1021.2,84,122,7.9,1.0,10262.4
51431,20220917115400,16.6,1010.3,38,69,5.0,1.3,10162.3
51433,20220917115400,5.0,1020.0,95,233,0.0,1.4,10151.8
51437,20220917115400,14.5,1014.2,76,78,1.1,1.2,10132.9
51463,20220917115400,9.8,1016.4,11,208,3.2,0.5,10235.6
51467,20220917115400,18.1,1019.5,14,285,13.6,1.0,10043.2
51469,20220917115400,19.6,1002.6,44,226,7.8,0.9,10373.2
51470,20220917115400,9.5,1018.1,39,195,3.0,1.3,10307.9
51477,20220917115400,23.0,1019.5,96,245,11.7,1.3,10249.0
51495,20220917115400,23.4,1018.0,8,244,12.5,1.3,10163.0
51526,20220917115400,3.4,1010.5,37,221,14.7,1.5,10162.9
51542,20220917115400,2.2,1003.8,88,340,5.2,0.5,10092.9
51567,20220917115400,5.2,1023.9,73,56,2.2,0.7,10450.7
51573,20220917115400,30.7,1021.1,28,280,7.6,1.0,10125.9
51581,20220917115400,23.3,1009.9,87,177,8.5,1.0,10340.6
51628,20220917115400,26.6,1009.8,11,81,12.3,0.9,10024.0
51633,20220917115400,33.1,1025.1,82,310,12.3,1.4,10415.3
51639,20220917115400,2.5,1020.5,80,6,10.4,0.6,10041.2
51642,20220917115400,22.9,1010.2,83,336,0.6,0.0,10429.2
51644,20220917115400,13.0,1025.2,30,45,9.5,1.5,10461.0
51655,20220917115400,4.3,1009.9,14,86,6.7,0.2,10351.4
51656,20220917115400,7.9,1023.7,47,237,2.8,0.6,10232.6
51701,20220917115400,12.1,1002.3,2,296,13.5,1.2,10284.1
51704,20220917115400,17.8,1001.6,12,173,4.9,1.2,10364.0
51705,20220917115400,6.4,1017.6,51,287,7.0,0.7,10030.3
51709,20220917115400,28.6,1003.1,27,12,11.4,1.3,10440.5
51711,20220917115400,17.8,1006.6,46,56,9.1,0.7,10186.2
51716,20220917115400,10.4,1003.2,98,219,9.3,1.2,10288.3
51720,20220917115400,7.7,1019.0,16,241,8.2,1.3,10115.0
51730,20220917115400,27.0,1025.7,79,124,4.4,0.9,10433.4
51747,20220917115400,9.2,1009.0,100,232,3.1,0.0,10428.5
51765,20220917115400,16.1,1022.7,25,101,13.4,0.2,10415.7
51777,20220917115400,10.5,1007.4,78,272,3.7,1.2,10164.8
51804,20220917115400,0.0,1007.2,79,315,4.4,0.8,10041.1
51810,20220917115400,30.5,1001.3,50,260,14.3,0.4,10109.6
51811,20220917115400,31.6,1014.1,85,161,4.4,1.3,10032.8
51818,20220917115400,2.2,1000.2,76,8,12.1,0.0,10150.8
51828,20220917115400,3.9,1016.6,99,111,10.8,0.4,10060.5
51839,20220917115400,9.4,1013.5,32,217,5.0,1.2,10108.4
51855,20220917115400,6.0,1011.2,3,142,12.8,0.7,10312.9
51931,20220917115400,31.4,1019.2,79,335,8.9,0.5,10023.8
52101,20220917115400,8.5,1006.4,97,53,5.5,1.1,10119.1
52112,20220917115400,25.2,1005.3,16,173,11.0,0.2,10311.4
52118,20220917115400,11.7,1000.8,21,249,11.2,0.7,10041.8
52203,20220917115400,0.8,1010.4,8,187,11.6,0.5,10014.4
52313,20220917115400,26.9,1023.7,87,309,10.1,1.0,10389.1
56444,20220917115400,33.1,1005.4,52,176,10.5,0.6,10174.5
56533,20220917115400,22.8,1017.5,73,300,14.5,0.8,10442.5
56543,20220917115400,9.1,1016.9,74,153,3.3,1.2,10406.0
56548,20220917115400,6.6,1001.9,44,308,1.3,0.9,10409.0
56586,20220917115400,15.4,1023.5,25,186,14.7,0.3,10084.6
56643,20220917115400,4.0,1019.1,5,151,6.3,1.2,10092.9
56651,20220917115400,17.5,1014.8,94,120,14.2,1.4,10079.5
56664,20220917115400,20.1,1024.5,95,249,7.1,1.3,10408.1
56684,20220917115400,33.4,1005.2,21,272,3.9,0.4,10214.0
56739,20220917115400,27.3,1007.9,35,32,7.0,0.6,10430.6
56748,20220917115400,14.5,1017.1,69,183,9.4,0.5,10081.4
56751,20220917115400,6.6,1021.2,38,6,3.4,1.5,10150.8
56763,20220917115400,10.0,1013.9,39,144,9.6,0.6,10338.1
56768,20220917115400,31.3,1003.1,81,134,8.2,1.0,10320.9
56778,20220917115400,13.1,1008.1,84,337,7.7,1.1,10042.3
56786,20220917115400,22.3,1004.6,50,144,4.8,0.2,10438.6
56838,20220917115400,18.2,1025.2,79,181,9.8,1.2,10037.9
56856,20220917115400,30.0,1007.8,35,53,3.5,1.0,10489.7
56872,20220917115400,2.1,1024.5,27,52,3.9,0.9,10357.0
56875,20220917115400,9.9,1020.7,95,332,2.9,1.5,10145.1
56886,20220917115400,31.2,1001.9,39,204,10.8,0.9,10396.1
56946,20220917115400,26.0,1005.2,92,243,1.8,0.5,10247.7
56950,20220917115400,33.6,1026.2,97,132,7.4,0.6,10090.2
56951,20220917115400,2.9,1001.4,11,282,14.8,1.2,10315.6
56954,20220917115400,29.8,1024.2,35,179,13.8,0.4,10028.7
56959,20220917115400,32.4,1003.3,82,204,3.1,0.0,10065.6
56964,20220917115400,9.1,1009.1,97,184,4.5,0.4,10037.4
