Obtid,Time,TEMP,P,HUM,WDR,WS,R,VIZ
58519,20221001111559,7.2,1014.6,92,356,12.9,0.9,10327.1
58527,20221001111559,9.6,1008.8,81,255,3.1,1.2,10096.8
58600,20221001111559,17.2,1001.3,4,125,2.5,1.4,10020.9
58606,20221001111559,0.9,1000.2,82,34,12.8,1.2,10422.0
58608,20221001111559,28.7,1021.8,98,98,2.4,0.4,10270.8
58622,20221001111559,17.8,1025.0,30,173,0.5,0.9,10269.2
58626,20221001111559,27.6,1016.9,90,168,3.2,0.4,10378.2
58634,20221001111559,30.6,1008.8,13,145,10.2,0.6,10177.0
58637,20221001111559,10.5,1023.2,60,95,5.0,0.9,10350.3
58705,20221001111559,25.9,1005.7,73,174,1.9,0.1,10035.1
58715,20221001111559,25.0,1023.6,70,353,4.0,1.0,10281.6
58718,20221001111559,29.5,1005.3,27,32,6.6,0.7,10470.2
58806,20221001111559,34.8,1023.5,14,181,14.7,0.8,10371.2
58813,20221001111559,29.6,1016.4,35,256,7.9,0.6,10184.4
59092,20221001111559,17.3,1015.1,40,25,7.7,1.2,10047.8
59102,20221001111559,32.9,1023.8,81,183,12.3,1.1,10359.7
54236,20221001111559,20.7,1016.8,38,50,8.3,0.6,10299.5
54237,20221001111559,24.2,1006.9,45,149,5.6,1.0,10414.8
54243,20221001111559,31.2,1015.3,70,105,9.9,0.8,10172.5
54254,20221001111559,25.2,1011.5,3,338,14.0,0.2,10284.1
54259,20221001111559,0.9,1008.8,74,295,4.3,1.0,10442.0
54324,20221001111559,34.9,1018.7,34,348,3.8,0.5,10469.0
54326,20221001111559,25.6,1020.5,49,341,4.5,1.3,10324.1
54333,20221001111559,4.0,1021.9,35,94,14.9,0.0,10125.0
54334,20221001111559,13.4,1008.4,71,267,6.8,0.3,10229.8
54335,20221001111559,14.5,1010.0,33,342,6.9,1.3,10438.7
54337,20221001111559,18.9,1020.7,93,74,9.9,1.2,10423.3
54339,20221001111559,0.6,1002.6,60,190,14.0,0.9,10238.9
54342,20221001111559,33.8,1022.1,95,75,0.7,0.0,10375.0
54346,20221001111559,29.8,1001.3,58,291,11.3,0.6,10397.2
54349,20221001111559,6.3,1019.7,88,43,0.2,0.0,10284.8
54351,20221001111559,23.6,1021.4,38,88,3.6,1.2,10088.2
54353,20221001111559,9.6,1024.1,8,300,7.4,0.1,10475.6
54365,20221001111559,10.0,1003.3,50,29,12.6,1.5,10105.9
54452,20221001111559,7.5,1000.6,38,46,0.8,1.3,10062.0
54454,20221001111559,10.1,1010.2,20,14,8.3,0.4,10436.6
54455,20221001111559,13.8,1025.2,5,100,5.0,0.0,10267.5
54470,20221001111559,3.9,1016.7,80,191,13.5,1.2,10166.0
54471,20221001111559,10.8,1022.9,26,65,14.0,1.4,10019.8
54472,20221001111559,27.6,1023.9,54,143,4.6,0.0,10151.1
54476,20221001111559,34.4,1000.7,44,113,14.1,0.8,10318.6
54486,20221001111559,19.5,1015.4,26,241,13.1,1.2,10242.7
54493,20221001111559,9.0,1010.5,5,70,12.4,0.9,10400.8
54497,20221001111559,4.4,1007.7,20,158,8.3,0.8,10413.2
54563,20221001111559,27.8,1010.8,64,334,3.2,1.4,10156.0
54579,20221001111559,4.2,1022.6,74,118,12.0,1.0,10217.4
54584,20221001111559,13.6,1018.7,72,181,14.4,0.3,10449.1
54660,20221001111559,17.6,1005.2,40,337,0.1,0.2,10157.3
54662,20221001111559,28.5,1003.9,90,356,13.2,0.0,10291.9
50425,20221001111559,0.2,1026.0,51,240,6.9,0.7,10402.2
50434,20221001111559,29.5,1001.5,50,35,13.4,1.2,10120.4
50514,20221001111559,7.1,1002.2,73,21,10.9,1.5,10130.0
50527,20221001111559,3.2,1020.8,47,306,5.9,1.1,10214.2
50548,20221001111559,32.4,1016.1,46,99,5.1,0.3,10110.8
50603,20221001111559,3.7,1016.9,11,234,0.0,0.8,10057.5
50618,20221001111559,17.4,1008.6,79,165,8.8,1.0,10462.3
50632,20221001111559,24.3,1015.5,57,291,8.8,1.4,10153.1
50639,20221001111559,0.6,1017.1,74,330,3.2,1.4,10417.0
50727,20221001111559,2.5,1003.5,2,188,4.4,0.4,10263.6
50834,20221001111559,18.0,1020.8,85,13,11.6,1.0,10273.5
50838,20221001111559,25.0,1020.9,69,86,7.9,0.4,10398.1
50915,20221001111559,20.4,1021.9,29,28,12.2,0.5,10152.3
50924,20221001111559,6.5,1004.8,12,223,4.3,0.5,10219.4
52267,20221001111559,26.5,1000.9,27,146,0.7,0.6,10115.2
52495,20221001111559,19.5,1005.1,22,290,9.0,0.5,10479.4
52576,20221001111559,21.8,1000.6,8,312,14.5,0.3,10407.5
53068,20221001111559,14.5,1025.8,71,226,6.1,1.3,10116.9
53083,20221001111559,20.7,1018.3,74,155,2.9,1.5,10051.7
53149,20221001111559,22.5,1022.3,54,302,3.9,0.6,10104.3
53192,20221001111559,21.7,1014.9,34,282,13.2,1.2,10258.0
53195,20221001111559,26.9,1014.9,7,108,6.7,0.8,10092.0
53276,20221001111559,2.4,1008.1,45,76,6.2,0.5,10305.8
53336,20221001111559,9.4,1008.5,17,300,13.5,0.9,10167.4
53352,20221001111559,0.9,1016.6,39,287,11.2,1.2,10374.0
53362,20221001111559,18.4,1007.8,56,93,9.8,0.9,10030.6
53367,20221001111559,5.5,1007.6,49,338,5.3,0.9,10016.5
53391,20221001111559,21.2,1018.9,70,18,8.5,0.2,10349.2
53446,20221001111559,10.7,1000.2,33,27,0.3,1.1,10078.5
53463,20221001111559,17.3,1023.4,17,321,11.7,0.7,10376.0
53480,20221001111559,9.0,1018.7,61,335,12.8,0.8,10000.5
53502,20221001111559,8.9,1025.3,73,272,2.0,1.3,10468.0
53513,20221001111559,21.4,1008.9,50,159,8.7,0.2,10319.3
53529,20221001111559,19.6,1008.2,86,190,10.8,0.1,10396.5
53543,20221001111559,0.4,1017.1,63,275,11.5,0.6,10117.5
53547,20221001111559,34.1,1005.7,68,221,3.8,1.1,10026.9
53602,20221001111559,14.5,1010.8,46,35,6.2,1.0,10418.4
54012,20221001111559,8.4,1004.0,74,74,3.9,1.0,10184.6
54026,20221001111559,12.0,1025.1,32,305,8.9,0.5,10039.5
54027,20221001111559,2.5,1021.5,7,321,10.0,0.9,10281.9
54102,20221001111559,15.3,1013.5,17,226,9.8,0.5,10318.4
54115,20221001111559,15.8,1015.3,8,234,4.0,1.2,10270.2
54134,20221001111559,2.6,1013.7,17,99,0.3,1.1,10252.2
54135,20221001111559,10.5,1016.6,29,58,10.8,1.4,10229.1
54208,20221001111559,10.9,1013.5,34,8,2.5,0.6,10039.3
54213,20221001111559,21.7,1019.3,60,49,12.3,0.7,10331.9
54218,20221001111559,12.0,1021.6,64,326,9.4,1.1,10064.5
54226,20221001111559,17.0,1015.2,35,264,12.0,0.6,10341.3
53519,20221001111559,4.8,1014.7,46,219,0.9,0.7,10488.9
53612,20221001111559,6.2,1008.6,35,261,9.6,1.3,10288.1
53614,20221001111559,23.8,1010.7,7,196,6.6,0.1,10232.3
53615,20221001111559,12.4,1009.6,12,301,12.8,0.1,10021.8
53704,20221001111559,18.9,1025.0,1,48,10.9,1.4,10120.1
53705,20221001111559,32.5,1005.7,8,324,6.0,1.3,10094.6
53723,20221001111559,29.7,1017.6,20,166,5.1,0.1,10025.8
53806,20221001111559,6.3,1011.7,1,329,9.8,0.0,10435.0
53810,20221001111559,28.1,1002.6,49,128,2.1,0.5,10357.9
53817,20221001111559,25.7,1014.7,29,240,2.6,0.3,10196.0
53903,20221001111559,29.9,1001.0,26,92,6.8,1.3,10310.4
53910,20221001111559,32.3,1008.2,38,296,2.1,0.2,10193.7
51886,20221001111559,11.6,1010.7,61,37,1.3,0.4,10185.2
52602,20221001111559,10.2,1005.9,39,179,0.8,0.2,10099.1
52633,20221001111559,16.0,1010.0,29,270,3.5,0.6,10098.7
52645,20221001111559,19.4,1010.1,87,185,7.5,0.3,10243.8
52657,20221001111559,27.7,1018.6,84,148,1.5,0.3,10426.0
52707,20221001111559,6.9,1021.3,96,288,11.3,0.5,10307.8
52713,20221001111559,14.6,1003.6,12,298,0.6,0.8,10337.4
52737,20221001111559,24.9,1001.8,96,129,5.1,0.9,10254.7
52754,20221001111559,1.5,1010.0,92,245,6.8,0.6,10388.0
52765,20221001111559,17.7,1016.7,13,165,7.1,0.3,10231.4
52818,20221001111559,19.1,1017.3,25,319,9.4,0.8,10026.4
52825,20221001111559,6.0,1020.0,51,118,7.8,0.5,10078.2
52833,20221001111559,5.1,1003.4,26,217,8.4,1.3,10273.1
52836,20221001111559,0.0,1010.1,78,168,11.1,0.5,10376.9
52842,20221001111559,12.0,1014.8,91,320,4.1,0.3,10205.0
52856,20221001111559,15.2,1003.0,2,311,13.5,0.3,10112.2
52866,20221001111559,17.2,1019.3,90,176,7.7,0.6,10394.8
52868,20221001111559,16.2,1018.0,89,298,12.9,0.1,10363.8
52876,20221001111559,4.2,1000.3,17,106,10.7,0.2,10441.1
52908,20221001111559,11.3,1024.0,30,290,13.0,0.2,10332.2
52943,20221001111559,31.3,1000.5,24,260,13.6,1.2,10447.4
52955,20221001111559,28.0,1024.7,83,209,11.8,0.6,10277.3
52974,20221001111559,13.9,1002.8,10,89,9.6,1.3,10223.2
56004,20221001111559,11.7,1009.6,14,6,1.1,0.6,10088.8
56018,20221001111559,12.4,1025.7,31,129,1.2,0.1,10435.7
56021,20221001111559,0.2,1007.6,71,346,10.3,0.8,10434.2
56029,20221001111559,33.0,1014.5,99,10,11.5,1.1,10062.2
56033,20221001111559,29.5,1001.7,27,339,2.3,1.1,10082.3
56034,20221001111559,11.2,1004.1,26,108,6.3,0.3,10427.3
56043,20221001111559,9.4,1007.2,81,358,8.5,1.4,10276.6
56046,20221001111559,32.7,1014.5,44,214,13.2,0.9,10205.2
56065,20221001111559,8.8,1017.2,97,210,8.9,0.3,10279.0
56067,20221001111559,32.2,1000.1,7,237,0.4,0.8,10317.4
56125,20221001111559,25.6,1016.9,16,277,0.4,1.1,10428.7
56151,20221001111559,27.8,1024.3,24,90,5.5,0.6,10207.8
54715,20221001111559,32.2,1016.6,83,284,11.3,1.4,10179.6
54725,20221001111559,2.3,1003.7,77,255,2.4,0.2,10089.8
54727,20221001111559,12.2,1010.4,43,260,5.6,0.5,10152.1
54744,20221001111559,12.3,1020.0,77,111,10.3,1.5,10027.1
54751,20221001111559,1.5,1008.4,80,67,8.0,0.5,10345.4
54753,20221001111559,32.0,1022.3,30,208,5.1,0.9,10163.8
54764,20221001111559,19.0,1025.8,33,357,10.4,0.2,10315.5
54774,20221001111559,30.4,1018.9,7,2,8.9,1.4,10341.7
54776,20221001111559,20.2,1009.3,9,64,5.2,0.7,10275.1
54808,20221001111559,4.0,1020.0,87,190,9.3,0.7,10381.6
54823,20221001111559,25.3,1023.3,47,353,6.3,0.3,10113.7
54826,20221001111559,6.8,1003.2,41,200,9.1,0.3,10387.1
54836,20221001111559,21.1,1016.1,29,26,1.7,0.0,10065.8
54842,20221001111559,31.0,1019.0,86,216,2.5,0.7,10346.7
54843,20221001111559,5.7,1017.6,69,247,11.6,0.3,10059.9
54857,20221001111559,2.3,1019.5,25,136,0.7,0.0,10443.2
54863,20221001111559,27.6,1008.5,32,271,4.9,1.5,10051.5
54909,20221001111559,30.7,1004.3,93,149,7.3,0.2,10497.1
54916,20221001111559,22.3,1010.3,36,134,14.6,0.0,10345.6
54929,20221001111559,25.0,1021.5,35,21,12.5,0.6,10262.2
54936,20221001111559,4.5,1006.4,19,13,14.4,0.9,10201.4
54945,20221001111559,28.1,1021.1,28,3,1.1,1.1,10219.0
58034,20221001111559,19.2,1019.6,3,235,5.7,1.0,10286.0
53478,20221001111559,14.3,1000.1,4,248,12.1,0.5,10236.6
53487,20221001111559,8.7,1011.7,52,130,3.1,1.0,10134.7
53490,20221001111559,2.0,1019.1,82,293,3.4,1.2,10132.8
53564,20221001111559,21.9,1025.1,42,302,13.5,0.0,10145.9
53578,20221001111559,32.8,1008.9,32,19,3.0,1.0,10082.5
53579,20221001111559,11.9,1020.7,30,231,3.1,0.4,10400.6
53588,20221001111559,29.3,1019.7,46,132,7.6,1.4,10014.4
53594,20221001111559,15.0,1013.8,54,260,2.2,0.3,10069.4
53663,20221001111559,30.2,1020.1,64,243,2.5,0.6,10060.2
53664,20221001111559,17.8,1003.7,75,250,11.0,0.3,10244.9
53673,20221001111559,23.4,1022.0,43,346,4.0,0.4,10112.9
53687,20221001111559,29.4,1014.8,16,30,10.7,0.8,10187.7
53764,20221001111559,25.9,1025.2,85,30,0.8,0.0,10236.5
53772,20221001111559,23.2,1021.4,100,140,7.7,0.9,10406.9
53775,20221001111559,6.5,1014.8,64,290,1.6,0.2,10483.7
53787,20221001111559,4.2,1006.6,39,66,11.4,0.1,10045.0
53853,20221001111559,21.9,1008.1,100,244,14.5,0.7,10086.2
53859,20221001111559,24.8,1010.0,92,111,3.2,1.1,10440.5
53863,20221001111559,32.3,1020.1,87,100,14.7,0.2,10376.6
53868,20221001111559,12.4,1025.6,72,31,0.2,1.3,10120.7
53877,20221001111559,8.1,1005.7,6,112,4.5,1.2,10259.8
53882,20221001111559,11.8,1004.9,96,186,12.9,1.0,10362.8
53884,20221001111559,25.7,1022.7,23,22,9.6,0.8,10272.4
53959,20221001111559,27.6,1019.8,58,128,11.6,0.4,10141.6
53963,20221001111559,29.0,1020.1,29,219,0.8,0.9,10047.0
53968,20221001111559,6.0,1023.9,32,296,3.8,0.6,10492.2
53975,20221001111559,4.7,1023.5,33,231,14.4,1.0,10165.8
57052,20221001111559,13.2,1013.5,81,235,2.5,0.1,10170.7
53646,20221001111559,29.8,1019.6,75,12,6.2,1.0,10366.7
53651,20221001111559,9.0,1002.5,39,168,8.4,0.2,10039.9
53725,20221001111559,15.8,1009.8,72,41,1.5,1.5,10269.3
53735,20221001111559,1.0,1010.5,31,32,7.7,1.4,10330.7
53738,20221001111559,24.6,1025.1,32,326,12.2,0.2,10015.9
53740,20221001111559,22.7,1013.5,15,209,5.0,1.3,10286.9
53754,20221001111559,17.9,1025.5,67,38,12.5,1.3,10458.6
53845,20221001111559,5.1,1021.8,25,241,10.3,0.6,10032.4
53854,20221001111559,18.6,1012.1,94,214,6.7,0.5,10298.0
53929,20221001111559,28.6,1002.3,93,298,9.3,1.0,10120.3
53942,20221001111559,4.0,1015.1,30,262,3.6,0.0,10034.3
53948,20221001111559,33.7,1013.0,42,55,8.0,0.5,10484.5
53955,20221001111559,19.8,1022.2,14,85,13.8,1.5,10153.9
57003,20221001111559,18.6,1015.4,34,139,6.9,0.9,10491.3
57025,20221001111559,10.6,1003.8,18,290,14.5,0.6,10419.8
57028,20221001111559,30.8,1019.1,87,319,3.2,0.3,10416.3
57030,20221001111559,15.1,1007.4,15,168,6.6,0.0,10122.3
57034,20221001111559,33.4,1016.2,18,185,12.1,0.2,10087.0
57037,20221001111559,33.7,1002.5,43,164,1.1,0.3,10085.8
57046,20221001111559,8.8,1007.9,13,43,10.6,1.4,10417.0
57048,20221001111559,1.9,1020.7,98,114,2.1,0.8,10068.4
57049,20221001111559,26.0,1023.7,21,187,7.9,0.1,10288.6
57106,20221001111559,21.6,1016.8,77,344,6.5,0.2,10323.9
57124,20221001111559,11.6,1025.3,68,96,14.3,0.3,10260.9
57127,20221001111559,24.9,1021.9,24,259,10.6,0.8,10332.9
57131,20221001111559,24.3,1006.6,49,42,13.0,0.0,10380.8
57134,20221001111559,18.8,1014.2,34,33,4.7,0.9,10435.5
57140,20221001111559,5.6,1019.7,59,91,1.5,0.9,10244.5
57143,20221001111559,10.5,1017.7,61,39,13.8,1.5,10150.2
57144,20221001111559,26.7,1012.7,97,357,9.6,0.0,10456.3
57154,20221001111559,34.6,1010.1,21,128,7.5,1.3,10279.2
57211,20221001111559,13.2,1025.9,60,116,14.8,0.1,10464.2
57232,20221001111559,5.7,1023.6,60,36,10.5,1.1,10335.3
57238,20221001111559,14.2,1018.1,91,31,6.6,1.4,10173.9
57245,20221001111559,19.2,1007.1,72,178,5.4,1.5,10393.0
57343,20221001111559,34.3,1024.6,81,95,11.0,1.5,10226.7
58362,20221001111559,29.0,1002.8,23,257,5.4,1.4,10140.4
56038,20221001111559,17.2,1025.0,94,96,6.2,0.8,10233.6
56079,20221001111559,6.0,1020.4,20,72,1.3,1.4,10081.2
56144,20221001111559,16.9,1004.8,62,339,2.9,0.9,10319.1
56146,20221001111559,30.2,1017.2,98,232,4.2,0.0,10334.6
56152,20221001111559,10.6,1008.1,88,60,11.3,0.8,10402.6
56167,20221001111559,9.2,1003.0,16,17,4.5,1.4,10119.6
56172,20221001111559,13.1,1021.1,85,327,6.1,0.1,10053.3
56173,20221001111559,33.3,1003.8,34,94,7.0,1.1,10209.9
56178,20221001111559,8.3,1010.0,21,252,6.1,1.5,10242.3
56182,20221001111559,29.4,1009.8,42,252,11.4,0.9,10211.8
56187,20221001111559,23.8,1003.0,64,171,7.4,1.1,10499.9
56188,20221001111559,5.8,1000.4,30,248,8.2,1.1,10078.0
56196,20221001111559,30.0,1014.1,1,210,0.1,0.4,10389.7
56247,20221001111559,24.0,1009.6,8,10,12.5,1.3,10027.2
56251,20221001111559,9.9,1020.2,57,202,0.9,0.3,10114.7
56257,20221001111559,21.8,1016.3,76,151,1.2,0.5,10452.5
56287,20221001111559,34.3,1021.5,66,200,1.6,0.9,10304.7
56357,20221001111559,12.0,1016.2,5,153,7.3,0.8,10070.3
56374,20221001111559,12.4,1016.0,19,151,12.9,0.6,10253.5
56385,20221001111559,34.5,1013.0,71,274,6.3,0.6,10423.6
56386,20221001111559,20.1,1020.1,49,281,7.1,0.5,10179.0
56459,20221001111559,7.6,1017.4,44,88,7.6,1.1,10280.7
56462,20221001111559,7.0,1002.8,69,122,8.0,0.6,10020.3
56475,20221001111559,33.2,1024.4,44,228,11.1,1.0,10184.3
56479,20221001111559,15.0,1020.5,20,61,11.3,0.7,10063.4
56485,20221001111559,15.5,1016.1,48,247,7.0,1.0,10365.9
56492,20221001111559,5.7,1013.7,81,109,5.7,1.2,10046.0
56565,20221001111559,34.2,1012.4,2,197,10.3,0.5,10094.4
56571,20221001111559,34.7,1005.6,20,81,7.3,0.6,10420.0
56666,20221001111559,18.3,1010.4,70,264,9.5,0.5,10447.7
56671,20221001111559,30.2,1017.3,39,35,5.7,1.4,10174.4
57206,20221001111559,31.3,1022.8,72,185,5.7,0.9,10367.9
57237,20221001111559,31.8,1025.2,1,330,3.3,1.5,10337.2
57306,20221001111559,9.5,1015.5,67,6,7.1,0.0,10143.1
57313,20221001111559,8.0,1006.7,22,137,2.2,0.3,10218.8
57314,20221001111559,28.7,1015.6,21,337,5.1,1.1,10469.8
57328,20221001111559,12.4,1006.8,57,134,9.2,0.8,10138.8
57405,20221001111559,12.0,1006.8,76,35,8.8,1.4,10162.5
57411,20221001111559,31.8,1023.2,4,198,4.1,0.4,10167.6
57503,20221001111559,2.8,1007.7,20,97,1.8,0.7,10364.4
57604,20221001111559,32.5,1007.7,49,141,0.7,0.5,10401.6
57608,20221001111559,16.0,1004.3,12,217,4.1,0.6,10360.7
54525,20221001111559,15.7,1025.7,47,341,11.6,1.4,10186.9
54527,20221001111559,30.5,1002.6,40,325,6.4,1.4,10465.8
54623,20221001111559,25.9,1005.7,70,294,8.9,1.3,10489.0
55228,20221001111559,10.5,1010.9,43,218,8.8,0.1,10146.2
55248,20221001111559,13.5,1017.2,42,41,12.6,1.5,10297.8
55279,20221001111559,10.8,1017.4,78,204,6.6,0.4,10492.4
55294,20221001111559,24.7,1003.2,5,324,8.1,0.9,10119.6
55299,20221001111559,19.2,1010.7,7,250,6.9,1.3,10062.8
55437,20221001111559,26.5,1019.4,46,38,4.8,1.0,10248.0
55472,20221001111559,4.6,1000.0,58,170,1.5,0.7,10150.9
55493,20221001111559,16.3,1021.8,57,345,3.2,0.8,10088.5
55569,20221001111559,21.3,1019.2,53,297,8.1,0.7,10218.3
55578,20221001111559,10.2,1015.0,78,97,11.6,1.0,10126.1
55585,20221001111559,12.9,1022.2,100,92,8.9,0.5,10374.9
55591,20221001111559,1.8,1011.9,41,19,9.7,1.2,10186.1
55598,20221001111559,28.1,1006.0,87,197,4.9,1.0,10207.0
55655,20221001111559,8.6,1013.4,96,341,11.1,1.2,10419.3
55664,20221001111559,11.4,1011.8,40,25,1.0,1.4,10441.6
55680,20221001111559,2.7,1002.5,52,188,14.1,1.5,10493.2
55681,20221001111559,26.0,1017.2,5,53,0.4,1.4,10487.6
55690,20221001111559,24.4,1022.5,58,267,3.0,0.4,10026.3
55696,20221001111559,30.3,1015.6,12,271,12.4,0.6,10381.5
55773,20221001111559,16.2,1018.9,54,8,13.6,0.0,10416.8
56106,20221001111559,20.0,1026.2,96,359,4.4,1.5,10358.3
56116,20221001111559,1.9,1004.9,63,146,12.2,0.8,10117.6
56137,20221001111559,1.5,1003.4,67,127,10.3,1.3,10270.9
56202,20221001111559,15.3,1014.3,36,188,11.9,0.5,10363.7
56223,20221001111559,10.5,1003.9,5,233,5.1,1.1,10377.0
56227,20221001111559,6.3,1021.9,97,270,14.0,1.1,10197.4
56312,20221001111559,10.3,1007.3,55,278,5.7,1.2,10034.9
56331,20221001111559,26.6,1013.9,38,312,12.7,0.4,10242.9
56434,20221001111559,24.0,1008.5,69,344,6.7,0.0,10283.4
51053,20221001111559,4.4,1016.1,95,198,7.2,1.4,10061.9
51059,20221001111559,16.8,1005.1,29,197,8.6,1.0,10449.0
51060,20221001111559,30.9,1008.6,15,168,10.6,1.5,10304.2
51068,20221001111559,31.2,1012.5,13,292,9.3,1.2,10453.6
51076,20221001111559,17.8,1005.9,78,240,12.8,0.7,10377.5
51087,20221001111559,5.6,1011.9,23,285,6.7,1.5,10431.1
51133,20221001111559,15.7,1016.7,92,320,9.4,0.1,10359.6
51156,20221001111559,24.2,1001.6,62,5,13.3,0.5,10235.3
51186,20221001111559,15.7,1006.6,58,108,6.2,1.1,10489.8
51232,20221001111559,13.3,1007.8,24,53,7.2,1.4,10174.8
51238,20221001111559,15.5,1016.4,2,204,8.6,0.4,10126.5
51241,20221001111559,16.6,1002.4,53,334,5.7,0.5,10496.4
51243,20221001111559,20.1,1004.4,42,169,9.7,0.3,10059.9
51288,20221001111559,9.0,1002.8,32,42,14.6,0.6,10055.4
51330,20221001111559,15.6,1018.0,54,201,10.1,0.7,10355.5
51334,20221001111559,8.7,1007.6,2,262,5.3,1.3,10064.8
51346,20221001111559,2.7,1022.6,30,255,1.2,1.4,10131.9
51358,20221001111559,29.6,1007.0,36,222,1.3,0.2,10468.9
51365,20221001111559,10.1,1021.0,20,41,2.3,0.9,10260.6
51367,20221001111559,19.0,1002.4,100,214,8.5,0.0,10242.7
51379,20221001111559,31.6,1008.2,47,83,13.0,0.3,10175.1
51431,20221001111559,24.4,1019.1,84,153,7.7,1.0,10377.5
51433,20221001111559,25.0,1007.8,53,234,5.9,0.8,10167.7
51437,20221001111559,5.6,1016.4,82,48,13.3,0.4,10075.0
51463,20221001111559,25.8,1022.7,65,161,4.2,0.6,10122.2
51467,20221001111559,20.8,1014.4,23,345,9.0,1.0,10021.7
51469,20221001111559,33.9,1017.0,99,264,6.9,0.3,10269.7
51470,20221001111559,31.8,1004.0,7,104,12.6,0.3,10208.2
51477,20221001111559,10.0,1014.5,100,169,10.4,1.1,10067.3
51495,20221001111559,22.4,1022.0,7,161,1.4,1.3,10113.1
51526,20221001111559,22.9,1024.6,9,98,12.1,0.7,10087.5
51542,20221001111559,16.7,1024.2,14,242,3.7,0.3,10020.9
51567,20221001111559,17.2,1005.5,64,54,8.0,0.2,10254.0
51573,20221001111559,24.3,1000.3,99,105,0.5,0.8,10441.8
51581,20221001111559,10.4,1011.7,45,79,2.8,0.9,10481.5
51628,20221001111559,9.4,1010.9,53,324,2.8,0.9,10209.8
51633,20221001111559,29.3,1007.1,58,40,4.6,0.4,10391.4
51639,20221001111559,13.1,1023.7,62,356,6.7,1.5,10329.9
51642,20221001111559,7.2,1025.8,9,302,5.5,1.2,10374.5
51644,20221001111559,22.9,1003.9,32,330,2.5,0.3,10362.5
51655,20221001111559,26.0,1017.5,6,110,13.8,1.5,10092.5
51656,20221001111559,13.0,1011.7,9,115,7.4,0.2,10394.5
51701,20221001111559,5.7,1021.3,86,4,0.3,1.3,10042.1
51704,20221001111559,31.4,1016.4,33,217,5.9,1.5,10315.7
51705,20221001111559,16.9,1023.0,74,212,0.2,0.7,10192.4
51709,20221001111559,22.7,1002.1,66,256,3.3,1.3,10318.3
51711,20221001111559,15.9,1025.2,76,331,3.3,0.0,10167.7
51716,20221001111559,21.6,1007.0,27,177,5.5,1.0,10279.4
51720,20221001111559,34.6,1026.0,34,234,2.5,1.5,10113.3
51730,20221001111559,16.9,1018.7,62,279,13.8,0.2,10450.5
51747,20221001111559,18.3,1003.8,40,241,5.1,1.5,10214.3
51765,20221001111559,14.5,1018.2,53,82,13.5,1.4,10061.7
51777,20221001111559,17.0,1011.3,67,10,6.3,0.4,10222.1
51804,20221001111559,32.0,1019.8,64,309,5.5,0.4,10320.2
51810,20221001111559,33.7,1023.0,89,266,10.3,1.5,10231.8
51811,20221001111559,31.1,1025.1,86,132,7.4,0.5,10351.3
51818,20221001111559,19.1,1019.3,40,143,5.8,0.9,10057.6
51828,20221001111559,26.4,1012.4,78,186,7.4,0.0,10379.6
51839,20221001111559,8.4,1001.4,29,14,11.6,0.8,10255.2
51855,20221001111559,4.4,1017.8,94,148,9.4,1.4,10342.6
51931,20221001111559,5.5,1009.7,41,271,13.7,0.3,10116.7
52101,20221001111559,1.9,1007.8,48,130,4.8,0.5,10408.4
52112,20221001111559,24.8,1018.7,25,124,3.2,0.1,10313.3
52118,20221001111559,0.5,1005.8,72,292,7.1,0.8,10440.8
52203,20221001111559,5.3,1001.9,27,108,1.4,1.0,10305.3
52313,20221001111559,33.1,1017.4,7,69,8.7,0.2,10264.1
56444,20221001111559,13.3,1000.1,9,310,14.8,0.0,10122.1
56533,20221001111559,0.7,1015.9,97,283,11.5,0.0,10042.0
56543,20221001111559,23.4,1021.6,61,44,13.3,1.0,10298.0
56548,20221001111559,3.1,1021.1,18,290,0.5,0.7,10179.1
56586,20221001111559,24.9,1024.7,72,310,1.0,1.1,10161.7
56643,20221001111559,25.8,1024.8,11,83,10.9,0.3,10427.3
56651,20221001111559,9.8,1015.4,87,261,11.5,0.6,10430.5
56664,20221001111559,23.4,1006.5,15,139,14.1,0.7,10395.6
56684,20221001111559,8.2,1003.5,55,322,13.4,0.5,10096.9
56739,20221001111559,11.2,1022.4,18,206,12.7,1.1,10186.1
56748,20221001111559,23.9,1005.6,81,3,11.5,0.6,10171.4
56751,20221001111559,3.4,1002.9,94,223,5.1,1.2,10494.2
56763,20221001111559,19.4,1008.6,90,114,9.8,0.7,10111.8
56768,20221001111559,18.0,1014.5,13,92,3.1,0.9,10012.1
56778,20221001111559,15.0,1025.6,40,109,4.7,1.1,10460.0
56786,20221001111559,14.3,1022.7,89,258,10.4,0.1,10238.1
56838,20221001111559,30.0,1009.3,21,62,3.7,1.3,10219.8
56856,20221001111559,20.8,1019.7,37,262,7.5,0.1,10150.6
56872,20221001111559,31.0,1014.5,45,137,4.1,0.0,10347.1
56875,20221001111559,26.3,1007.3,79,296,14.3,0.6,10458.0
56886,20221001111559,5.8,1004.6,40,214,4.5,0.8,10311.3
56946,20221001111559,11.6,1007.9,58,81,7.4,0.2,10131.3
56950,20221001111559,16.7,1006.3,51,97,12.5,0.7,10337.3
56951,20221001111559,25.7,1013.9,93,248,13.4,0.6,10423.4
56954,20221001111559,17.0,1012.0,71,66,14.2,0.5,10100.5
56959,20221001111559,22.7,1000.1,95,343,14.1,0.3,10347.0
56964,20221001111559,6.9,1024.5,93,288,9.0,1.1,10462.1
