站点代码, 数据时间, 气温, 气压, 相对湿度, 风向, 风速, 降雨量, 能见度
58507,20220523065432,20.2,1019.2,24,25,8.4,0.8,10086.3
58519,20220523065432,4.4,1006.2,51,147,8.8,0.9,10364.4
58527,20220523065432,12.7,1022.0,94,342,3.4,0.6,10196.0
58600,20220523065432,26.1,1008.4,44,351,13.8,1.1,10275.7
58606,20220523065432,2.2,1003.0,59,260,6.9,0.9,10343.6
58608,20220523065432,3.3,1022.7,37,282,7.1,0.7,10280.8
58622,20220523065432,2.3,1009.7,15,15,1.7,0.3,10212.2
58626,20220523065432,0.6,1023.2,37,221,3.1,1.1,10135.2
58634,20220523065432,21.7,1022.0,39,95,12.7,0.0,10313.4
58637,20220523065432,11.3,1002.2,45,342,7.4,0.8,10317.5
58705,20220523065432,20.0,1024.1,15,349,8.6,1.3,10478.4
58715,20220523065432,1.9,1025.8,87,177,8.0,1.1,10153.8
58718,20220523065432,14.8,1015.7,3,122,10.9,0.8,10043.7
58806,20220523065432,29.5,1010.4,9,156,7.1,0.4,10353.7
58813,20220523065432,12.8,1017.2,36,184,10.8,1.0,10067.6
59092,20220523065432,27.6,1000.8,24,80,2.1,0.5,10472.2
59102,20220523065432,30.4,1010.2,80,227,8.7,0.9,10036.6
54236,20220523065432,0.5,1001.2,4,327,11.3,0.4,10062.1
54237,20220523065432,22.4,1000.6,15,253,10.5,0.1,10226.8
54243,20220523065432,20.0,1020.1,36,62,13.4,0.6,10365.6
54254,20220523065432,31.3,1017.8,24,84,10.2,1.4,10066.6
54259,20220523065432,34.5,1019.9,38,288,0.8,1.3,10100.9
54324,20220523065432,5.2,1016.5,52,267,7.3,0.9,10009.8
54326,20220523065432,11.3,1026.3,22,257,7.2,0.1,10057.4
54333,20220523065432,3.9,1024.2,75,98,3.7,1.3,10178.4
54334,20220523065432,33.9,1016.2,67,43,8.8,0.3,10243.8
54335,20220523065432,22.8,1010.9,52,179,0.1,0.6,10294.8
54337,20220523065432,29.2,1017.3,19,178,4.1,0.3,10460.2
54339,20220523065432,29.7,1007.5,15,56,12.0,0.0,10155.2
54342,20220523065432,20.6,1026.0,78,311,4.2,1.5,10377.2
54346,20220523065432,27.7,1009.3,11,316,9.5,0.1,10324.3
54349,20220523065432,17.7,1021.5,74,215,8.8,1.1,10407.7
54351,20220523065432,5.6,1020.6,89,47,13.7,1.5,10126.8
54353,20220523065432,0.6,1009.0,71,158,3.5,1.1,10013.2
54365,20220523065432,34.5,1018.9,10,109,9.2,1.5,10385.2
54452,20220523065432,3.2,1013.8,85,28,14.8,0.5,10334.5
54454,20220523065432,29.8,1001.2,98,111,9.1,0.1,10445.2
54455,20220523065432,31.2,1023.2,47,289,4.0,0.8,10224.5
54470,20220523065432,14.5,1000.2,34,77,11.3,1.4,10256.9
54471,20220523065432,16.0,1002.4,9,265,9.7,1.2,10142.7
54472,20220523065432,11.7,1001.6,49,46,11.0,1.3,10401.0
54476,20220523065432,21.0,1016.5,33,99,2.9,1.0,10398.9
54486,20220523065432,16.9,1002.8,81,189,6.7,0.1,10498.9
54493,20220523065432,9.9,1000.8,29,347,12.4,0.8,10184.5
54497,20220523065432,7.8,1007.3,18,60,3.9,0.2,10423.0
54563,20220523065432,18.8,1013.3,21,163,0.0,0.4,10276.5
54579,20220523065432,19.5,1008.0,56,301,13.0,0.7,10054.8
54584,20220523065432,7.1,1014.2,61,287,1.2,0.9,10132.2
54660,20220523065432,23.8,1021.4,100,19,6.4,0.9,10054.3
54662,20220523065432,7.4,1000.7,44,207,0.2,0.3,10112.9
50425,20220523065432,32.1,1024.6,45,55,4.8,0.3,10402.2
50434,20220523065432,13.4,1005.3,92,196,9.1,1.1,10496.6
50514,20220523065432,5.2,1015.4,72,82,12.4,1.4,10311.3
50527,20220523065432,16.8,1013.6,86,306,12.8,0.0,10396.4
50548,20220523065432,30.2,1020.2,16,126,10.8,0.3,10210.1
50603,20220523065432,30.3,1004.3,10,185,10.1,0.0,10116.2
50618,20220523065432,18.6,1021.6,19,48,0.0,0.1,10167.5
50632,20220523065432,19.4,1014.6,44,19,5.3,0.5,10145.0
50639,20220523065432,14.3,1002.7,23,326,0.1,0.1,10098.6
50727,20220523065432,19.9,1018.8,26,168,1.3,1.1,10172.4
50834,20220523065432,9.7,1018.9,68,209,4.5,0.1,10315.5
50838,20220523065432,18.2,1016.3,100,214,4.2,1.1,10062.6
50915,20220523065432,5.0,1008.7,11,290,8.1,1.2,10064.7
50924,20220523065432,2.6,1009.1,2,124,12.2,1.5,10230.2
52267,20220523065432,12.0,1023.1,19,242,10.5,0.5,10116.9
52495,20220523065432,10.4,1014.2,70,61,10.5,0.1,10380.4
52576,20220523065432,25.5,1005.4,22,204,3.6,0.3,10064.3
53068,20220523065432,8.5,1009.3,25,64,3.9,0.5,10415.6
53083,20220523065432,4.2,1009.4,14,341,7.0,1.5,10475.0
53149,20220523065432,12.5,1012.3,16,49,10.0,0.1,10434.7
53192,20220523065432,15.2,1019.1,10,345,12.2,1.4,10082.3
53195,20220523065432,1.1,1005.1,29,139,13.6,1.2,10168.7
53276,20220523065432,20.2,1020.5,38,351,3.4,0.2,10097.4
53336,20220523065432,30.1,1014.1,96,273,1.1,0.7,10083.6
53352,20220523065432,33.3,1020.0,49,8,10.8,0.9,10405.9
53362,20220523065432,23.6,1000.7,80,290,5.8,1.1,10425.8
53367,20220523065432,25.1,1023.4,58,91,14.6,1.0,10185.6
53391,20220523065432,31.6,1008.2,7,149,8.5,1.0,10169.5
53446,20220523065432,27.0,1017.4,41,169,11.9,0.8,10260.7
53463,20220523065432,17.1,1011.6,4,171,8.8,1.0,10191.0
53480,20220523065432,24.6,1007.6,75,144,5.7,0.4,10200.6
53502,20220523065432,34.4,1011.6,83,256,2.5,1.2,10060.6
53513,20220523065432,10.5,1020.1,1,168,6.5,0.4,10049.9
53529,20220523065432,6.2,1019.1,48,267,2.9,0.6,10029.4
53543,20220523065432,33.1,1010.6,32,37,12.9,0.6,10178.1
53547,20220523065432,30.7,1003.3,33,210,6.6,1.4,10484.4
53602,20220523065432,23.1,1012.7,57,246,0.3,1.2,10115.0
54012,20220523065432,3.1,1021.3,85,289,13.1,0.3,10156.5
54026,20220523065432,7.6,1014.3,8,29,6.9,0.7,10253.9
54027,20220523065432,11.5,1025.7,12,258,13.7,0.8,10081.1
54102,20220523065432,14.7,1015.0,60,99,11.7,1.5,10391.6
54115,20220523065432,34.1,1014.3,74,316,7.3,0.9,10268.7
54134,20220523065432,18.1,1017.6,35,5,2.6,1.4,10185.3
54135,20220523065432,13.6,1013.5,94,159,8.2,1.3,10006.0
54208,20220523065432,17.5,1000.3,18,16,11.3,1.2,10325.7
54213,20220523065432,1.6,1001.3,35,96,1.6,1.5,10325.7
54218,20220523065432,16.6,1011.6,62,347,0.7,0.4,10055.7
54226,20220523065432,9.4,1026.2,12,212,12.7,0.9,10238.4
53519,20220523065432,27.3,1020.1,21,322,1.9,0.9,10499.2
53612,20220523065432,15.0,1005.6,39,227,1.1,0.4,10111.9
53614,20220523065432,16.1,1015.4,80,282,4.8,0.1,10181.5
53615,20220523065432,1.0,1005.9,86,21,13.3,0.1,10349.8
53704,20220523065432,25.1,1015.6,9,63,12.2,0.0,10371.0
53705,20220523065432,4.3,1011.3,68,265,13.4,1.0,10038.6
53723,20220523065432,32.5,1002.5,21,225,11.0,0.8,10065.2
53806,20220523065432,7.1,1014.3,21,295,13.4,1.4,10389.4
53810,20220523065432,15.0,1005.9,35,219,11.5,1.1,10287.7
53817,20220523065432,32.2,1004.1,12,212,4.1,0.6,10011.8
53903,20220523065432,2.5,1025.6,55,223,11.7,0.3,10396.2
53910,20220523065432,15.0,1007.9,1,39,12.4,1.2,10212.9
51886,20220523065432,21.6,1002.7,16,247,14.1,0.2,10185.8
52602,20220523065432,10.4,1026.0,61,147,11.8,0.7,10488.7
52633,20220523065432,2.5,1015.6,94,275,4.0,1.5,10186.4
52645,20220523065432,7.4,1012.6,12,278,10.5,1.5,10120.3
52657,20220523065432,33.7,1013.5,36,299,2.0,0.7,10083.4
52707,20220523065432,13.7,1002.1,25,170,9.8,0.8,10283.5
52713,20220523065432,20.1,1009.4,54,316,6.3,0.2,10016.1
52737,20220523065432,6.4,1015.5,75,64,7.2,0.5,10258.3
52754,20220523065432,34.0,1015.2,32,219,14.0,1.4,10182.1
52765,20220523065432,0.7,1000.4,18,261,12.2,0.5,10192.0
52818,20220523065432,24.4,1026.0,14,347,3.9,0.2,10467.2
52825,20220523065432,5.5,1013.2,80,189,0.9,1.0,10396.7
52833,20220523065432,0.4,1017.0,76,3,4.8,0.6,10145.3
52836,20220523065432,23.3,1025.4,25,258,4.8,0.5,10344.2
52842,20220523065432,8.8,1000.7,16,53,11.7,1.2,10387.8
52856,20220523065432,29.8,1005.1,1,273,1.0,1.5,10411.0
52866,20220523065432,23.6,1013.2,97,25,8.3,0.7,10155.8
52868,20220523065432,17.4,1004.4,43,281,6.3,1.4,10396.6
52876,20220523065432,22.9,1000.7,43,326,4.9,0.1,10499.8
52908,20220523065432,30.2,1008.7,65,6,13.5,0.4,10005.2
52943,20220523065432,31.4,1020.3,67,29,3.5,1.0,10342.3
52955,20220523065432,16.4,1003.2,95,203,7.3,1.2,10036.7
52974,20220523065432,11.9,1006.6,48,232,6.8,1.0,10286.8
56004,20220523065432,16.0,1007.9,23,237,3.7,1.5,10140.0
56018,20220523065432,30.2,1009.5,8,354,10.3,0.9,10075.2
56021,20220523065432,4.0,1011.9,70,211,7.9,1.5,10443.2
56029,20220523065432,2.0,1021.6,92,311,5.9,0.3,10330.4
56033,20220523065432,17.0,1023.4,86,177,13.0,0.8,10354.8
56034,20220523065432,28.2,1006.2,4,54,5.2,1.4,10078.6
56043,20220523065432,21.3,1023.8,64,287,12.9,1.2,10022.8
56046,20220523065432,4.3,1007.4,74,53,5.0,0.5,10419.9
56065,20220523065432,14.0,1002.6,52,319,13.7,0.0,10270.6
56067,20220523065432,4.5,1012.9,29,247,14.1,0.3,10106.4
56125,20220523065432,30.5,1009.2,54,12,3.7,1.2,10308.0
56151,20220523065432,19.1,1000.7,58,45,5.1,0.7,10477.3
54715,20220523065432,20.1,1018.0,47,44,10.8,0.9,10295.7
54725,20220523065432,12.5,1006.1,98,294,3.0,1.3,10064.7
54727,20220523065432,30.5,1016.5,39,268,10.7,0.7,10386.8
54744,20220523065432,9.7,1009.1,72,72,6.3,0.0,10421.6
54751,20220523065432,10.5,1009.1,81,79,6.1,0.6,10405.1
54753,20220523065432,15.4,1013.6,93,16,11.4,0.5,10474.9
54764,20220523065432,8.1,1025.1,89,150,2.6,0.7,10320.0
54774,20220523065432,8.8,1006.5,63,158,3.2,1.3,10194.1
54776,20220523065432,21.8,1005.2,33,52,2.3,0.4,10366.0
54808,20220523065432,27.8,1003.2,68,88,7.0,1.5,10389.4
54823,20220523065432,4.3,1001.0,9,321,11.8,0.4,10034.9
54826,20220523065432,17.4,1018.0,95,180,14.6,1.2,10055.2
54836,20220523065432,27.5,1010.0,54,257,0.2,1.3,10270.9
54842,20220523065432,26.3,1014.1,74,334,9.5,0.8,10094.2
54843,20220523065432,31.4,1002.4,1,274,0.6,0.0,10007.4
54857,20220523065432,27.9,1016.8,92,291,13.4,0.5,10191.8
54863,20220523065432,24.8,1001.3,15,262,13.3,1.1,10282.4
54909,20220523065432,7.6,1015.9,34,25,10.7,1.4,10064.8
54916,20220523065432,33.2,1014.0,7,322,10.6,0.6,10080.2
54929,20220523065432,26.7,1025.8,17,222,2.7,1.1,10413.2
54936,20220523065432,18.6,1009.4,70,117,8.8,0.3,10440.8
54945,20220523065432,12.6,1001.2,51,41,10.6,1.5,10179.8
58034,20220523065432,31.3,1003.6,10,211,4.4,0.8,10231.1
53478,20220523065432,34.3,1002.6,76,277,4.7,0.3,10159.2
53487,20220523065432,23.9,1013.6,78,99,9.7,0.6,10336.3
53490,20220523065432,31.2,1010.6,48,23,13.3,0.5,10069.7
53564,20220523065432,6.0,1018.0,3,308,12.8,1.1,10285.0
53578,20220523065432,25.0,1018.3,26,97,11.0,0.0,10293.4
53579,20220523065432,0.1,1004.9,59,103,9.7,0.7,10245.5
53588,20220523065432,3.0,1007.5,11,116,11.6,1.3,10245.8
53594,20220523065432,30.6,1010.6,24,202,14.1,0.5,10066.6
53663,20220523065432,20.1,1016.7,30,224,2.6,0.3,10417.7
53664,20220523065432,9.2,1021.2,21,37,5.3,0.2,10164.9
53673,20220523065432,33.1,1001.5,55,29,10.2,0.8,10053.5
53687,20220523065432,14.6,1016.8,37,9,2.9,0.7,10260.5
53764,20220523065432,25.0,1026.3,62,305,8.2,1.4,10095.6
53772,20220523065432,22.5,1017.4,16,198,5.7,0.3,10316.0
53775,20220523065432,3.6,1015.0,76,215,3.2,1.3,10461.8
53787,20220523065432,2.3,1009.7,2,104,2.0,0.9,10458.9
53853,20220523065432,13.5,1003.5,85,25,4.0,0.5,10155.2
53859,20220523065432,5.3,1019.4,64,313,13.9,0.6,10443.8
53863,20220523065432,17.6,1025.0,28,230,13.2,1.0,10301.4
53868,20220523065432,5.4,1002.8,94,320,3.5,0.6,10223.6
53877,20220523065432,12.0,1001.8,30,210,8.5,0.5,10429.7
53882,20220523065432,11.3,1012.7,10,68,10.2,0.8,10207.4
53884,20220523065432,28.4,1017.3,65,181,12.0,1.5,10224.5
53959,20220523065432,31.4,1017.0,82,251,9.0,0.2,10050.9
53963,20220523065432,11.6,1005.6,29,263,5.6,1.4,10189.0
53968,20220523065432,18.7,1005.5,33,147,3.8,0.1,10240.3
53975,20220523065432,34.5,1021.1,1,215,1.9,0.1,10083.7
57052,20220523065432,31.4,1013.7,32,16,1.2,0.0,10279.2
53646,20220523065432,21.0,1014.4,45,100,11.2,0.4,10129.4
53651,20220523065432,1.2,1021.7,62,332,6.0,0.1,10100.0
53725,20220523065432,25.4,1018.5,100,320,10.1,1.2,10477.7
53735,20220523065432,22.6,1023.4,4,295,8.1,1.0,10245.5
53738,20220523065432,12.5,1011.9,85,180,8.8,1.2,10321.5
53740,20220523065432,33.6,1014.7,49,22,8.7,0.9,10121.0
53754,20220523065432,30.6,1024.4,20,117,9.1,0.2,10018.2
53845,20220523065432,2.2,1006.7,65,48,14.1,0.7,10161.4
53854,20220523065432,11.9,1021.3,1,233,5.4,0.4,10082.1
53929,20220523065432,9.2,1020.6,7,356,12.0,1.0,10104.8
53942,20220523065432,26.5,1008.7,55,308,2.3,0.9,10128.9
53948,20220523065432,25.7,1008.8,95,133,11.6,0.2,10320.0
53955,20220523065432,21.0,1021.7,19,246,8.3,0.6,10076.7
57003,20220523065432,32.0,1024.8,34,242,2.4,1.1,10256.0
57025,20220523065432,18.7,1002.7,50,246,6.6,0.7,10044.3
57028,20220523065432,6.9,1006.0,73,128,12.6,1.0,10066.1
57030,20220523065432,5.4,1006.2,57,3,0.6,1.0,10183.5
57034,20220523065432,2.1,1023.1,2,241,5.4,1.4,10168.0
57037,20220523065432,1.0,1025.4,94,206,12.8,1.1,10453.9
57046,20220523065432,1.4,1023.0,52,156,13.1,1.1,10368.1
57048,20220523065432,17.3,1012.6,71,101,12.0,1.4,10412.5
57049,20220523065432,15.8,1013.7,99,42,10.0,0.4,10473.2
57106,20220523065432,8.6,1008.3,67,238,6.8,0.0,10154.4
57124,20220523065432,9.7,1000.2,2,353,5.9,0.8,10414.6
57127,20220523065432,1.6,1001.2,78,79,7.1,1.2,10331.6
57131,20220523065432,18.6,1011.6,10,324,3.1,1.5,10346.3
57134,20220523065432,0.9,1005.1,51,22,10.2,0.1,10189.8
57140,20220523065432,14.0,1003.8,50,28,4.2,1.1,10487.3
57143,20220523065432,16.4,1001.0,95,314,8.5,0.4,10396.3
57144,20220523065432,32.8,1011.4,47,91,5.0,0.3,10387.9
57154,20220523065432,19.0,1005.1,28,9,13.0,0.1,10355.3
57211,20220523065432,25.6,1025.3,44,214,13.3,0.5,10447.3
57232,20220523065432,19.9,1003.4,89,209,0.1,0.2,10489.1
57238,20220523065432,10.7,1012.1,17,226,13.0,1.0,10049.0
57245,20220523065432,3.5,1012.6,79,358,3.8,0.5,10387.1
57343,20220523065432,28.8,1006.9,51,2,3.5,1.0,10219.3
58362,20220523065432,20.8,1017.2,31,28,13.3,0.2,10425.7
56038,20220523065432,5.4,1023.6,1,205,10.9,0.4,10110.6
56079,20220523065432,12.0,1007.3,22,315,10.4,0.3,10499.9
56144,20220523065432,33.2,1009.6,34,114,9.3,0.7,10159.2
56146,20220523065432,28.2,1021.7,73,220,1.6,1.5,10158.9
56152,20220523065432,19.8,1012.3,26,298,7.6,1.3,10297.0
56167,20220523065432,33.3,1014.6,87,28,13.1,0.4,10449.2
56172,20220523065432,25.1,1000.4,49,242,1.8,0.1,10303.8
56173,20220523065432,30.3,1020.2,14,223,9.4,0.5,10355.7
56178,20220523065432,24.1,1024.2,45,266,6.8,0.1,10108.6
56182,20220523065432,26.4,1007.4,72,262,4.7,0.2,10256.4
56187,20220523065432,23.0,1023.8,66,247,2.9,0.2,10052.2
56188,20220523065432,16.7,1018.2,99,180,1.4,0.7,10406.3
56196,20220523065432,26.3,1021.2,100,234,14.7,1.1,10272.0
56247,20220523065432,29.9,1002.4,98,291,1.3,0.4,10064.7
56251,20220523065432,26.8,1004.8,5,102,9.6,1.4,10461.9
56257,20220523065432,8.7,1004.6,12,135,3.5,1.3,10294.7
56287,20220523065432,24.8,1011.9,92,151,12.9,0.6,10378.8
56357,20220523065432,27.3,1005.3,30,41,14.8,1.4,10180.5
56374,20220523065432,0.3,1025.7,99,326,12.5,0.3,10212.9
56385,20220523065432,3.4,1000.5,79,272,6.3,1.0,10003.9
56386,20220523065432,4.1,1000.8,16,260,13.0,0.3,10062.7
56459,20220523065432,26.2,1024.9,49,175,3.5,1.0,10081.4
56462,20220523065432,34.3,1020.1,81,58,0.5,0.3,10248.4
56475,20220523065432,5.1,1003.4,46,67,1.1,1.5,10056.8
56479,20220523065432,26.7,1009.7,91,36,2.1,1.4,10102.9
56485,20220523065432,21.5,1014.7,89,162,11.8,0.1,10326.2
56492,20220523065432,1.2,1015.9,78,110,7.7,0.5,10085.6
56565,20220523065432,11.3,1018.3,66,236,12.4,0.6,10097.6
56571,20220523065432,29.2,1002.6,39,125,0.5,1.2,10353.1
56666,20220523065432,22.2,1003.8,20,221,10.7,0.7,10255.8
56671,20220523065432,13.0,1000.5,93,131,1.9,0.1,10380.9
57206,20220523065432,17.5,1010.1,64,142,2.1,0.4,10052.5
57237,20220523065432,32.9,1021.9,26,115,2.7,0.3,10240.1
57306,20220523065432,6.0,1019.3,96,193,8.4,0.6,10220.6
57313,20220523065432,4.7,1007.0,43,139,2.6,0.6,10441.4
57314,20220523065432,28.3,1017.8,26,224,8.9,1.2,10245.5
57328,20220523065432,26.0,1024.3,77,308,5.9,0.9,10392.5
57405,20220523065432,3.8,1021.3,98,133,6.4,1.2,10291.5
57411,20220523065432,24.1,1018.5,33,99,8.5,0.2,10133.5
57503,20220523065432,1.6,1004.8,15,111,2.1,1.5,10020.7
57604,20220523065432,6.2,1013.9,87,70,4.9,0.6,10497.2
57608,20220523065432,3.7,1017.0,76,307,3.8,1.2,10268.1
54525,20220523065432,26.8,1003.8,7,302,2.8,1.1,10288.7
54527,20220523065432,15.9,1013.7,6,111,8.0,1.5,10441.1
54623,20220523065432,32.6,1011.0,54,143,4.1,0.3,10253.9
55228,20220523065432,19.8,1018.1,66,19,7.8,1.2,10315.0
55248,20220523065432,17.4,1011.6,20,263,13.6,1.4,10306.7
55279,20220523065432,22.2,1020.4,72,163,8.8,0.8,10466.0
55294,20220523065432,8.8,1018.9,61,52,10.9,1.4,10035.3
55299,20220523065432,7.6,1005.0,75,75,1.3,0.3,10061.7
55437,20220523065432,12.5,1012.3,46,12,5.1,1.3,10437.9
55472,20220523065432,28.6,1017.3,13,193,11.2,0.0,10060.3
55493,20220523065432,29.9,1003.4,4,151,11.4,0.7,10088.9
55569,20220523065432,27.8,1014.9,37,20,3.7,1.0,10134.9
55578,20220523065432,12.0,1019.9,22,336,3.4,0.3,10084.0
55585,20220523065432,9.1,1011.7,96,242,2.5,0.7,10196.3
55591,20220523065432,14.7,1002.5,16,201,11.0,0.6,10167.4
55598,20220523065432,8.6,1025.1,14,101,11.7,0.5,10256.0
55655,20220523065432,6.5,1008.9,57,69,6.0,0.6,10102.0
55664,20220523065432,25.0,1000.7,66,179,8.1,0.8,10335.3
55680,20220523065432,31.7,1021.6,81,347,6.7,1.5,10400.2
55681,20220523065432,2.4,1024.3,6,63,10.6,1.0,10401.4
55690,20220523065432,19.7,1008.9,39,2,12.8,0.6,10266.7
55696,20220523065432,27.8,1011.1,1,274,7.5,1.3,10316.0
55773,20220523065432,27.9,1013.9,19,74,0.0,0.2,10295.7
56106,20220523065432,6.4,1003.3,7,266,1.8,1.5,10333.3
56116,20220523065432,22.7,1016.7,59,323,0.3,1.2,10086.0
56137,20220523065432,29.4,1012.4,81,282,7.1,0.8,10153.2
56202,20220523065432,17.0,1004.4,23,115,7.8,0.5,10267.4
56223,20220523065432,20.2,1004.3,88,138,14.3,1.3,10351.1
56227,20220523065432,25.5,1002.6,51,149,14.0,1.2,10169.4
56312,20220523065432,22.8,1009.3,31,216,0.5,1.1,10335.8
56331,20220523065432,16.3,1020.5,8,214,9.5,0.2,10266.4
56434,20220523065432,4.1,1018.2,4,34,2.0,0.2,10027.6
51053,20220523065432,10.2,1024.5,55,249,9.1,0.0,10048.6
51059,20220523065432,1.6,1015.5,65,98,7.5,1.4,10037.4
51060,20220523065432,16.4,1015.9,57,298,5.7,0.4,10003.9
51068,20220523065432,29.3,1006.8,67,17,7.7,0.1,10104.3
51076,20220523065432,16.4,1016.8,90,275,9.8,0.3,10416.1
51087,20220523065432,0.2,1017.4,17,16,11.4,1.2,10122.4
51133,20220523065432,0.4,1001.8,61,22,4.0,0.0,10035.7
51156,20220523065432,7.0,1002.7,67,271,8.2,0.4,10435.0
51186,20220523065432,12.3,1015.9,65,99,6.7,0.5,10373.2
51232,20220523065432,34.1,1023.0,72,242,0.0,0.7,10293.1
51238,20220523065432,18.7,1013.3,45,18,10.4,0.8,10009.5
51241,20220523065432,33.9,1012.2,63,83,0.5,0.4,10482.1
51243,20220523065432,23.5,1016.5,23,359,1.6,0.7,10456.6
51288,20220523065432,12.4,1000.9,37,76,9.5,1.2,10042.0
51330,20220523065432,15.2,1020.1,57,141,12.5,0.4,10220.4
51334,20220523065432,8.2,1025.8,54,223,13.0,0.3,10464.2
51346,20220523065432,4.9,1019.5,13,177,0.7,1.4,10480.6
51358,20220523065432,4.0,1009.0,91,182,7.0,0.2,10193.2
51365,20220523065432,0.0,1015.3,89,312,4.0,0.0,10152.4
51367,20220523065432,3.9,1007.8,98,326,5.6,1.4,10107.5
51379,20220523065432,23.4,1010.9,40,246,6.4,0.3,10122.7
51431,20220523065432,21.7,1001.7,84,230,6.5,0.1,10119.0
51433,20220523065432,12.3,1012.1,35,240,9.0,1.4,10222.6
51437,20220523065432,0.8,1000.3,38,189,1.6,0.3,10055.4
51463,20220523065432,1.0,1003.9,17,190,0.9,1.5,10055.3
51467,20220523065432,30.2,1024.3,92,339,9.5,0.2,10332.1
51469,20220523065432,5.8,1015.1,18,107,0.3,1.1,10043.5
51470,20220523065432,18.7,1001.5,64,357,4.5,0.9,10324.3
51477,20220523065432,32.9,1024.0,74,267,12.9,0.5,10336.3
51495,20220523065432,11.4,1002.1,87,316,5.4,1.0,10467.5
51526,20220523065432,34.8,1008.1,70,92,6.0,1.4,10068.3
51542,20220523065432,28.9,1023.2,12,80,6.9,0.6,10114.0
51567,20220523065432,10.6,1017.4,68,228,1.9,1.2,10095.3
51573,20220523065432,12.0,1008.6,19,241,7.7,0.0,10421.1
51581,20220523065432,17.9,1011.1,26,212,9.5,1.4,10035.6
51628,20220523065432,5.3,1023.9,9,270,12.8,1.1,10397.8
51633,20220523065432,25.5,1025.7,24,125,7.9,0.2,10436.7
51639,20220523065432,31.8,1003.7,62,141,6.3,1.1,10495.3
51642,20220523065432,22.8,1003.8,5,263,2.4,0.9,10387.8
51644,20220523065432,16.5,1013.2,5,108,11.4,1.2,10233.4
51655,20220523065432,26.4,1019.2,33,132,3.6,1.1,10318.2
51656,20220523065432,21.1,1022.2,4,206,3.1,1.2,10393.9
51701,20220523065432,12.2,1011.8,67,278,13.6,1.5,10491.6
51704,20220523065432,13.1,1013.7,22,144,8.2,1.3,10282.9
51705,20220523065432,19.7,1011.1,64,182,8.0,1.5,10165.4
51709,20220523065432,3.5,1025.3,45,202,5.2,1.5,10442.3
51711,20220523065432,2.7,1019.6,72,102,1.4,1.4,10165.0
51716,20220523065432,19.5,1017.1,35,234,11.5,1.1,10481.2
51720,20220523065432,33.2,1014.4,64,257,2.7,0.6,10053.9
51730,20220523065432,6.2,1012.8,28,314,2.8,0.7,10132.4
51747,20220523065432,33.3,1013.8,9,277,13.9,0.7,10365.8
51765,20220523065432,29.4,1014.7,73,55,7.8,0.3,10049.1
51777,20220523065432,23.4,1022.1,21,53,5.3,0.3,10499.5
51804,20220523065432,12.5,1012.6,36,98,13.6,1.0,10210.5
51810,20220523065432,24.6,1013.2,73,208,11.0,0.4,10031.5
51811,20220523065432,12.4,1025.1,17,146,13.1,0.9,10027.1
51818,20220523065432,8.4,1011.0,36,147,1.6,1.5,10014.2
51828,20220523065432,3.6,1024.2,97,322,0.3,1.5,10264.7
51839,20220523065432,0.8,1012.0,57,56,13.4,0.8,10427.9
51855,20220523065432,18.6,1012.5,74,238,2.3,0.6,10163.7
51931,20220523065432,13.0,1017.3,71,116,8.3,0.5,10248.1
52101,20220523065432,29.2,1025.7,29,311,0.6,0.0,10388.3
52112,20220523065432,20.7,1007.2,18,171,0.4,1.3,10266.7
52118,20220523065432,12.1,1002.8,17,46,11.5,0.9,10114.6
52203,20220523065432,27.3,1018.3,46,233,11.6,0.8,10209.9
52313,20220523065432,10.0,1003.8,89,231,3.8,0.5,10343.8
56444,20220523065432,31.1,1023.3,100,346,0.1,1.2,10406.1
56533,20220523065432,2.9,1020.3,69,256,4.6,1.2,10213.3
56543,20220523065432,21.3,1022.8,24,351,11.1,0.0,10097.8
56548,20220523065432,18.7,1021.9,10,141,11.0,1.0,10269.7
56586,20220523065432,18.1,1022.5,59,312,6.0,0.9,10144.5
56643,20220523065432,25.6,1002.7,60,239,7.2,0.8,10293.1
56651,20220523065432,11.5,1023.6,3,211,4.4,0.9,10091.2
56664,20220523065432,7.0,1023.3,84,68,8.0,0.1,10272.7
56684,20220523065432,1.9,1005.1,55,128,5.8,0.0,10411.3
56739,20220523065432,3.4,1005.6,84,352,5.5,1.0,10478.9
56748,20220523065432,22.1,1009.7,71,66,8.9,0.4,10145.5
56751,20220523065432,11.6,1004.2,18,265,4.3,0.4,10044.5
56763,20220523065432,6.0,1007.3,8,185,8.6,0.5,10493.7
56768,20220523065432,2.2,1009.2,38,217,5.5,1.2,10139.1
56778,20220523065432,0.9,1019.7,5,149,9.1,0.6,10246.8
56786,20220523065432,19.3,1016.2,18,290,14.6,0.6,10193.8
56838,20220523065432,33.4,1015.7,2,304,8.2,0.0,10063.1
56856,20220523065432,15.7,1007.8,87,267,0.2,1.2,10174.1
56872,20220523065432,10.9,1006.5,86,289,6.9,0.5,10452.7
56875,20220523065432,24.8,1025.6,46,25,11.5,1.1,10297.3
56886,20220523065432,31.5,1021.6,84,263,13.8,0.8,10227.8
56946,20220523065432,6.0,1021.6,2,134,1.9,1.1,10111.2
56950,20220523065432,32.2,1012.5,99,161,11.6,0.3,10427.0
56951,20220523065432,31.4,1002.7,61,128,9.3,1.4,10436.9
56954,20220523065432,13.9,1013.3,62,11,7.6,1.2,10238.9
