站点代码, 数据时间, 气温, 气压, 相对湿度, 风向, 风速, 降雨量, 能见度
58507,20221029084542,13.9,1010.9,48,318,9.1,0.2,10453.5
58519,20221029084542,6.2,1004.6,15,103,11.4,1.0,10320.6
58527,20221029084542,30.8,1000.8,44,144,4.9,1.5,10465.7
58600,20221029084542,12.1,1016.8,6,111,7.9,1.0,10021.2
58606,20221029084542,3.8,1018.0,83,70,4.4,0.5,10233.0
58608,20221029084542,18.2,1014.6,100,235,8.9,0.9,10453.6
58622,20221029084542,8.7,1002.0,2,323,12.5,0.8,10131.9
58626,20221029084542,11.4,1025.9,86,35,13.4,1.5,10214.1
58634,20221029084542,14.3,1015.1,29,1,2.1,0.6,10235.2
58637,20221029084542,4.3,1016.8,84,36,11.7,1.4,10087.7
58705,20221029084542,20.3,1001.8,3,110,12.0,1.1,10343.6
58715,20221029084542,26.9,1018.1,33,201,2.1,1.4,10287.2
58718,20221029084542,12.3,1015.3,28,293,11.4,0.3,10438.2
58806,20221029084542,33.1,1001.2,63,336,1.1,1.0,10469.2
58813,20221029084542,23.9,1000.7,64,154,3.0,1.4,10044.8
59092,20221029084542,19.9,1014.8,31,207,12.5,1.5,10245.3
59102,20221029084542,2.1,1011.5,51,225,9.8,0.5,10433.6
54236,20221029084542,12.8,1005.8,79,250,10.2,0.4,10139.0
54237,20221029084542,32.3,1009.3,19,31,12.1,0.2,10189.4
54243,20221029084542,23.9,1007.2,24,196,12.5,0.5,10370.4
54254,20221029084542,17.8,1011.7,77,350,10.7,1.0,10432.3
54259,20221029084542,0.7,1013.8,40,260,9.3,1.3,10152.4
54324,20221029084542,12.9,1005.4,30,219,9.8,1.5,10291.2
54326,20221029084542,3.1,1022.0,81,286,3.7,0.7,10030.8
54333,20221029084542,28.7,1012.6,91,337,8.3,1.0,10074.2
54334,20221029084542,20.7,1008.4,77,358,10.7,1.5,10264.4
54335,20221029084542,10.7,1025.2,42,65,14.1,1.0,10347.4
54337,20221029084542,17.1,1002.1,60,164,0.7,0.3,10034.3
54339,20221029084542,15.3,1008.0,26,71,10.8,1.1,10433.9
54342,20221029084542,26.7,1026.1,50,148,3.5,0.1,10167.2
54346,20221029084542,7.0,1005.0,10,94,12.4,0.6,10493.9
54349,20221029084542,13.0,1020.4,49,39,4.8,0.3,10255.5
54351,20221029084542,7.7,1003.3,67,113,9.5,0.4,10375.6
54353,20221029084542,29.1,1003.4,47,251,14.5,1.1,10145.8
54365,20221029084542,4.8,1013.7,79,224,11.2,0.0,10351.3
54452,20221029084542,30.8,1015.0,11,193,6.7,1.0,10427.4
54454,20221029084542,31.9,1012.7,41,342,1.7,0.2,10369.9
54455,20221029084542,11.7,1000.5,45,30,1.2,0.2,10104.1
54470,20221029084542,4.0,1007.4,14,60,1.1,1.1,10303.3
54471,20221029084542,12.4,1011.6,36,133,2.4,0.1,10196.9
54472,20221029084542,24.4,1008.7,84,138,2.6,1.1,10481.8
54476,20221029084542,26.9,1023.9,8,80,13.6,0.8,10058.0
54486,20221029084542,30.7,1020.6,57,6,3.6,0.1,10099.7
54493,20221029084542,17.6,1009.0,15,335,4.8,0.9,10015.6
54497,20221029084542,21.6,1005.5,8,35,0.9,1.1,10072.0
54563,20221029084542,29.0,1005.0,58,153,5.4,0.5,10121.7
54579,20221029084542,23.0,1018.6,29,339,11.7,0.9,10057.1
54584,20221029084542,32.7,1010.6,48,313,2.3,1.0,10098.2
54660,20221029084542,26.1,1021.2,69,106,11.8,0.0,10020.9
54662,20221029084542,9.4,1014.8,40,185,4.3,0.9,10006.5
50425,20221029084542,34.8,1015.9,44,63,13.5,1.2,10151.2
50434,20221029084542,29.4,1020.9,33,98,11.7,0.7,10300.7
50514,20221029084542,5.7,1001.5,44,55,6.3,0.7,10313.4
50527,20221029084542,30.8,1012.3,76,150,1.8,1.1,10343.8
50548,20221029084542,9.5,1002.9,26,234,2.8,0.5,10140.7
50603,20221029084542,22.0,1011.8,92,287,10.2,0.7,10283.7
50618,20221029084542,6.9,1013.2,93,52,0.2,1.5,10430.7
50632,20221029084542,32.4,1007.3,90,200,4.6,0.4,10448.0
50639,20221029084542,17.3,1006.1,91,149,9.5,0.8,10414.9
50727,20221029084542,7.0,1007.2,53,218,8.0,0.3,10130.5
50834,20221029084542,5.7,1009.4,88,153,7.8,0.8,10080.0
50838,20221029084542,9.2,1017.2,46,280,12.2,1.4,10141.0
50915,20221029084542,3.7,1001.6,64,46,8.4,1.4,10448.3
50924,20221029084542,3.1,1003.2,63,227,6.1,1.0,10407.7
52267,20221029084542,30.4,1008.4,9,37,8.0,0.3,10424.4
52495,20221029084542,32.6,1003.7,1,21,14.7,1.4,10226.7
52576,20221029084542,8.6,1014.5,94,78,13.3,1.3,10482.3
53068,20221029084542,8.7,1006.0,44,352,3.9,0.1,10305.2
53083,20221029084542,22.0,1011.6,62,173,8.3,0.1,10455.2
53149,20221029084542,29.9,1002.7,5,156,9.4,1.3,10316.9
53192,20221029084542,31.9,1026.1,63,181,3.3,0.3,10439.7
53195,20221029084542,14.0,1003.1,29,137,13.1,1.5,10428.5
53276,20221029084542,11.7,1018.1,5,112,0.4,0.6,10443.2
53336,20221029084542,0.1,1015.5,40,47,10.2,0.8,10388.4
53352,20221029084542,10.2,1001.4,53,160,10.2,1.0,10239.7
53362,20221029084542,6.6,1014.1,58,294,4.0,0.9,10103.2
53367,20221029084542,33.1,1015.5,85,206,14.3,1.3,10035.1
53391,20221029084542,14.9,1015.2,89,339,4.2,1.1,10424.4
53446,20221029084542,16.1,1005.8,82,108,12.4,0.9,10107.3
53463,20221029084542,7.0,1008.4,95,144,2.3,0.3,10343.3
53480,20221029084542,11.1,1024.5,15,136,10.0,1.4,10230.2
53502,20221029084542,35.0,1015.6,6,76,14.8,0.1,10440.6
53513,20221029084542,12.6,1000.2,87,312,4.6,1.5,10182.4
53529,20221029084542,34.2,1015.8,81,321,0.4,0.2,10352.2
53543,20221029084542,25.6,1020.9,36,52,11.9,0.5,10427.6
53547,20221029084542,7.4,1002.7,68,28,4.3,0.8,10387.0
53602,20221029084542,29.7,1025.0,56,7,14.0,0.9,10238.3
54012,20221029084542,27.9,1023.1,72,70,11.6,0.3,10280.3
54026,20221029084542,6.9,1006.0,77,20,11.1,0.0,10072.1
54027,20221029084542,15.9,1011.0,78,323,1.7,0.1,10226.9
54102,20221029084542,0.5,1003.2,92,327,13.5,0.6,10421.3
54115,20221029084542,30.2,1021.8,74,183,10.1,0.0,10400.9
54134,20221029084542,25.3,1012.7,86,97,7.9,1.3,10123.4
54135,20221029084542,13.7,1013.7,35,242,14.5,1.1,10046.1
54208,20221029084542,6.1,1020.1,53,237,7.6,1.1,10282.7
54213,20221029084542,16.9,1013.6,31,66,3.1,1.5,10073.5
54218,20221029084542,2.7,1015.1,75,109,5.1,1.1,10081.4
54226,20221029084542,34.0,1020.5,29,81,0.4,0.2,10315.6
53519,20221029084542,32.3,1003.8,25,86,8.4,0.4,10357.3
53612,20221029084542,10.1,1010.3,33,153,11.5,0.2,10463.0
53614,20221029084542,22.1,1005.5,13,69,7.3,1.1,10066.2
53615,20221029084542,27.7,1023.8,70,337,2.3,0.6,10046.6
53704,20221029084542,13.6,1016.4,27,79,4.2,1.4,10475.8
53705,20221029084542,1.1,1019.1,42,353,0.4,0.9,10316.2
53723,20221029084542,6.0,1016.4,31,318,11.1,0.3,10453.4
53806,20221029084542,11.3,1009.0,82,91,7.8,0.7,10358.4
53810,20221029084542,6.4,1008.3,100,2,6.9,1.3,10037.3
53817,20221029084542,18.2,1008.4,60,13,1.2,0.0,10138.1
53903,20221029084542,25.5,1024.9,6,180,1.8,0.0,10322.3
53910,20221029084542,9.5,1007.6,10,89,1.1,0.3,10132.4
51886,20221029084542,26.1,1014.6,2,17,9.9,0.0,10175.9
52602,20221029084542,11.7,1012.9,46,272,0.8,1.2,10106.6
52633,20221029084542,25.3,1018.8,69,112,13.7,1.3,10397.0
52645,20221029084542,27.3,1018.6,44,51,9.2,0.4,10108.2
52657,20221029084542,17.9,1001.2,94,79,4.3,1.0,10407.7
52707,20221029084542,2.3,1009.0,29,85,12.9,0.1,10059.2
52713,20221029084542,11.1,1025.9,80,22,8.9,0.7,10081.5
52737,20221029084542,23.9,1019.2,40,215,3.4,0.2,10169.6
52754,20221029084542,22.0,1011.3,40,236,8.8,0.0,10138.9
52765,20221029084542,12.0,1001.2,84,160,3.2,1.5,10034.7
52818,20221029084542,22.8,1013.6,95,43,6.5,1.3,10044.7
52825,20221029084542,4.7,1022.2,73,124,14.5,1.1,10201.5
52833,20221029084542,13.5,1017.7,52,101,3.7,1.4,10107.2
52836,20221029084542,34.7,1010.7,85,241,1.1,0.8,10411.5
52842,20221029084542,3.3,1019.6,39,9,2.0,0.0,10337.6
52856,20221029084542,13.7,1005.0,31,284,13.4,0.6,10371.4
52866,20221029084542,21.1,1025.7,1,22,1.6,1.1,10028.7
52868,20221029084542,8.6,1019.6,26,171,2.5,0.2,10483.8
52876,20221029084542,12.6,1019.0,38,312,1.3,0.3,10205.3
52908,20221029084542,13.5,1002.4,7,343,7.1,0.4,10424.5
52943,20221029084542,14.0,1020.4,48,207,11.3,0.8,10390.3
52955,20221029084542,9.9,1003.6,31,123,4.9,1.5,10221.5
52974,20221029084542,3.8,1010.7,11,201,14.7,1.5,10399.1
56004,20221029084542,9.0,1010.4,40,358,13.5,0.2,10192.5
56018,20221029084542,5.4,1007.1,89,75,3.1,1.2,10202.0
56021,20221029084542,34.9,1000.6,57,206,8.9,1.0,10001.5
56029,20221029084542,2.8,1020.9,80,235,6.1,0.1,10362.9
56033,20221029084542,24.9,1018.8,75,204,1.2,0.1,10192.5
56034,20221029084542,10.5,1009.8,97,294,0.2,0.0,10444.4
56043,20221029084542,31.6,1010.4,77,71,6.2,0.4,10306.5
56046,20221029084542,25.8,1017.8,71,5,11.7,1.3,10114.6
56065,20221029084542,22.0,1008.5,90,19,7.8,1.1,10282.8
56067,20221029084542,20.1,1019.5,91,208,14.4,1.0,10428.9
56125,20221029084542,27.0,1001.6,17,253,0.1,0.4,10044.7
56151,20221029084542,29.2,1016.0,75,199,10.3,0.8,10247.3
54715,20221029084542,29.6,1002.3,78,301,8.8,0.2,10186.3
54725,20221029084542,27.5,1014.3,61,339,6.3,1.0,10116.0
54727,20221029084542,7.0,1008.5,95,187,11.6,0.2,10026.9
54744,20221029084542,16.6,1020.8,58,45,13.8,1.5,10451.7
54751,20221029084542,12.8,1023.4,74,334,7.7,1.4,10018.0
54753,20221029084542,9.5,1024.5,13,197,0.3,1.2,10119.0
54764,20221029084542,7.5,1013.9,97,288,11.6,0.6,10400.9
54774,20221029084542,11.0,1017.1,29,214,1.4,0.1,10222.5
54776,20221029084542,21.9,1001.0,48,138,5.1,0.0,10106.2
54808,20221029084542,25.9,1004.4,33,39,9.6,0.0,10452.3
54823,20221029084542,17.7,1003.0,85,98,9.6,0.8,10225.2
54826,20221029084542,14.9,1026.4,34,197,8.0,0.1,10395.5
54836,20221029084542,8.9,1009.5,95,201,2.0,0.5,10254.1
54842,20221029084542,25.9,1003.6,65,95,9.2,0.1,10490.4
54843,20221029084542,16.5,1018.2,43,70,6.8,0.6,10199.2
54857,20221029084542,4.7,1022.9,7,197,8.3,0.8,10026.0
54863,20221029084542,28.8,1008.8,30,24,10.6,0.3,10058.0
54909,20221029084542,5.8,1002.6,70,272,8.4,0.9,10126.1
54916,20221029084542,3.4,1011.9,14,350,8.2,1.5,10403.2
54929,20221029084542,22.2,1001.9,70,186,4.3,0.7,10266.6
54936,20221029084542,7.6,1002.7,22,94,12.3,1.4,10177.3
54945,20221029084542,0.4,1022.5,29,107,9.4,0.5,10104.1
58034,20221029084542,19.4,1014.3,20,219,11.7,0.1,10256.4
53478,20221029084542,30.5,1018.5,91,183,12.4,1.1,10463.3
53487,20221029084542,15.0,1015.8,66,38,0.6,1.1,10346.9
53490,20221029084542,19.2,1019.9,56,88,11.7,1.2,10418.9
53564,20221029084542,7.6,1024.8,80,261,11.6,0.3,10383.0
53578,20221029084542,6.7,1003.1,35,199,12.6,0.0,10306.8
53579,20221029084542,20.4,1023.2,66,102,7.6,1.0,10093.3
53588,20221029084542,27.4,1005.1,18,331,11.3,1.2,10488.7
53594,20221029084542,6.6,1024.0,91,223,4.4,1.4,10368.3
53663,20221029084542,12.5,1015.6,42,228,5.9,0.0,10449.3
53664,20221029084542,24.9,1022.2,84,300,14.0,1.2,10314.3
53673,20221029084542,21.0,1010.9,40,178,10.8,0.8,10426.0
53687,20221029084542,7.4,1014.8,85,293,4.3,1.4,10098.5
53764,20221029084542,15.4,1025.9,37,82,6.7,0.6,10365.3
53772,20221029084542,18.3,1014.1,43,116,10.8,1.3,10204.8
53775,20221029084542,26.7,1013.2,24,36,6.4,1.1,10311.3
53787,20221029084542,6.4,1010.1,28,55,10.4,1.1,10082.9
53853,20221029084542,13.4,1002.1,1,61,13.2,0.0,10246.0
53859,20221029084542,30.9,1007.8,99,78,7.4,0.0,10432.5
53863,20221029084542,24.1,1000.5,4,85,4.9,1.4,10232.2
53868,20221029084542,15.8,1024.6,21,195,6.5,0.4,10175.4
53877,20221029084542,28.9,1001.8,83,331,14.9,0.6,10451.2
53882,20221029084542,26.5,1001.1,61,196,13.9,1.4,10371.3
53884,20221029084542,7.7,1020.6,14,21,12.3,0.0,10276.8
53959,20221029084542,25.9,1006.6,93,308,9.0,1.3,10202.7
53963,20221029084542,27.2,1007.0,59,226,2.8,0.0,10464.1
53968,20221029084542,22.7,1024.5,64,114,14.6,0.7,10293.6
53975,20221029084542,7.2,1008.4,69,221,13.7,0.5,10078.6
57052,20221029084542,5.3,1026.1,94,94,0.0,0.9,10382.2
53646,20221029084542,9.3,1010.2,99,185,1.9,1.2,10343.0
53651,20221029084542,24.3,1002.6,74,90,2.1,0.0,10304.6
53725,20221029084542,17.1,1013.7,99,325,14.8,0.2,10419.5
53735,20221029084542,3.9,1007.7,66,117,10.5,1.0,10224.2
53738,20221029084542,31.0,1007.2,55,277,10.2,0.0,10154.3
53740,20221029084542,16.6,1021.0,19,281,5.8,1.1,10095.4
53754,20221029084542,24.9,1017.5,100,141,14.4,0.1,10379.1
53845,20221029084542,21.4,1023.3,70,269,12.2,0.2,10041.6
53854,20221029084542,33.3,1023.4,10,347,14.3,0.3,10024.3
53929,20221029084542,23.7,1010.9,32,51,7.9,0.1,10101.1
53942,20221029084542,17.8,1006.7,49,292,7.4,0.7,10398.9
53948,20221029084542,28.1,1018.2,37,142,1.7,0.9,10458.7
53955,20221029084542,15.7,1016.1,18,58,8.7,0.3,10221.2
57003,20221029084542,13.8,1012.9,43,160,11.4,1.3,10434.8
57025,20221029084542,5.3,1017.6,48,337,2.0,1.5,10478.8
57028,20221029084542,21.9,1016.3,88,95,4.2,0.3,10082.6
57030,20221029084542,0.8,1003.2,70,318,2.5,1.5,10464.9
57034,20221029084542,13.4,1012.8,27,236,1.4,1.2,10211.6
57037,20221029084542,21.3,1026.2,32,276,12.3,1.5,10221.2
57046,20221029084542,12.6,1009.9,28,12,1.9,1.0,10341.7
57048,20221029084542,9.4,1024.1,39,82,2.5,0.3,10166.7
57049,20221029084542,35.0,1012.0,94,86,6.8,0.7,10202.9
57106,20221029084542,10.8,1008.6,44,15,3.8,0.6,10085.5
57124,20221029084542,21.0,1009.3,58,228,3.0,1.2,10332.2
57127,20221029084542,22.7,1003.2,62,223,4.3,1.5,10489.3
57131,20221029084542,12.6,1002.5,11,132,1.1,1.1,10112.4
57134,20221029084542,32.0,1009.4,53,86,6.5,0.3,10087.6
57140,20221029084542,23.0,1006.0,26,188,7.5,1.0,10000.3
57143,20221029084542,11.5,1026.0,82,109,12.2,1.4,10356.1
57144,20221029084542,23.2,1010.8,62,59,5.6,0.7,10431.9
57154,20221029084542,24.7,1003.6,50,70,0.0,1.4,10184.3
57211,20221029084542,19.8,1016.2,52,122,1.9,1.2,10076.7
57232,20221029084542,24.3,1008.8,72,214,3.5,0.8,10384.5
57238,20221029084542,28.5,1003.7,88,209,4.2,0.5,10330.8
57245,20221029084542,11.3,1006.7,81,97,0.1,1.4,10227.8
57343,20221029084542,30.7,1001.1,90,261,3.5,0.8,10464.1
58362,20221029084542,27.1,1001.0,39,172,13.5,1.3,10417.8
56038,20221029084542,23.1,1001.5,23,163,6.4,0.5,10369.9
56079,20221029084542,11.1,1020.5,34,197,13.5,1.4,10408.5
56144,20221029084542,23.2,1017.8,100,17,13.6,0.4,10354.5
56146,20221029084542,32.1,1016.5,55,286,5.0,0.4,10183.0
56152,20221029084542,27.1,1018.2,90,349,7.4,0.3,10260.4
56167,20221029084542,29.5,1012.2,9,28,8.3,0.6,10283.6
56172,20221029084542,10.1,1003.0,37,144,11.0,1.5,10488.7
56173,20221029084542,24.9,1008.5,5,237,0.5,1.4,10097.5
56178,20221029084542,0.6,1000.9,79,196,1.3,0.3,10315.6
56182,20221029084542,0.9,1009.3,2,196,10.1,1.3,10244.2
56187,20221029084542,25.4,1022.8,35,4,1.3,0.2,10332.0
56188,20221029084542,7.2,1006.3,54,159,8.3,0.5,10046.7
56196,20221029084542,31.5,1025.4,38,69,2.5,0.7,10175.3
56247,20221029084542,20.9,1024.8,3,66,11.3,1.1,10299.0
56251,20221029084542,9.8,1014.6,32,82,12.0,0.9,10219.6
56257,20221029084542,27.5,1011.2,71,339,4.7,0.0,10271.3
56287,20221029084542,5.9,1010.3,72,32,10.5,0.0,10324.6
56357,20221029084542,20.5,1008.4,71,199,0.7,0.0,10053.0
56374,20221029084542,11.2,1023.9,52,229,14.5,0.6,10067.8
56385,20221029084542,4.4,1005.9,55,203,3.9,0.0,10427.5
56386,20221029084542,30.8,1020.8,97,59,13.4,0.0,10113.3
56459,20221029084542,5.7,1026.1,17,181,5.0,1.4,10250.2
56462,20221029084542,25.6,1005.5,90,304,14.1,0.5,10437.3
56475,20221029084542,13.1,1015.5,69,236,2.7,0.2,10236.8
56479,20221029084542,18.0,1022.2,26,54,4.7,0.6,10313.5
56485,20221029084542,11.9,1008.5,70,104,11.6,1.4,10472.1
56492,20221029084542,21.0,1023.6,91,178,8.7,0.8,10464.0
56565,20221029084542,16.0,1022.8,88,57,5.0,1.2,10335.5
56571,20221029084542,21.2,1006.0,38,345,12.9,1.1,10407.5
56666,20221029084542,19.0,1016.5,27,102,2.7,1.5,10147.4
56671,20221029084542,32.1,1006.5,38,324,6.2,0.7,10184.2
57206,20221029084542,17.1,1005.9,58,241,3.4,0.1,10446.4
57237,20221029084542,9.2,1006.0,78,304,13.7,0.6,10182.7
57306,20221029084542,24.6,1017.4,15,218,11.6,1.2,10217.1
57313,20221029084542,32.6,1021.7,52,279,2.5,0.4,10060.4
57314,20221029084542,8.4,1017.8,51,280,2.9,1.2,10007.8
57328,20221029084542,5.5,1019.4,25,21,6.4,0.5,10180.2
57405,20221029084542,10.0,1022.0,80,2,4.9,0.1,10101.2
57411,20221029084542,19.0,1003.0,82,1,7.5,1.2,10461.5
57503,20221029084542,21.5,1003.3,9,29,14.3,1.4,10488.2
57604,20221029084542,10.9,1022.3,55,288,12.7,1.1,10384.0
57608,20221029084542,25.2,1010.9,60,47,5.6,1.0,10265.7
54525,20221029084542,1.3,1026.1,43,354,2.3,0.3,10323.8
54527,20221029084542,5.9,1015.9,89,220,8.4,0.8,10446.2
54623,20221029084542,28.4,1017.9,75,70,2.5,0.5,10263.5
55228,20221029084542,27.6,1000.7,81,50,4.8,0.7,10494.5
55248,20221029084542,1.5,1013.1,71,143,6.7,0.8,10396.8
55279,20221029084542,23.5,1003.7,73,121,4.9,0.8,10191.5
55294,20221029084542,10.6,1020.1,88,121,6.3,1.4,10267.6
55299,20221029084542,23.0,1009.3,2,344,10.7,0.9,10134.5
55437,20221029084542,12.5,1016.9,44,192,5.6,0.6,10132.5
55472,20221029084542,19.3,1023.8,13,318,11.6,1.3,10189.6
55493,20221029084542,25.8,1026.2,7,200,0.6,0.5,10432.6
55569,20221029084542,5.2,1025.9,25,21,5.4,1.4,10223.4
55578,20221029084542,5.6,1023.8,53,189,3.8,1.1,10291.9
55585,20221029084542,30.8,1018.1,58,193,14.0,1.3,10189.5
55591,20221029084542,14.5,1002.8,5,23,10.6,1.4,10148.4
55598,20221029084542,6.5,1002.4,38,315,6.9,0.1,10099.6
55655,20221029084542,21.6,1009.8,2,127,5.7,1.3,10277.0
55664,20221029084542,13.4,1008.6,90,233,11.2,0.6,10377.1
55680,20221029084542,21.9,1014.5,11,20,12.8,0.2,10190.7
55681,20221029084542,19.3,1015.8,12,60,13.8,1.2,10127.8
55690,20221029084542,28.0,1021.8,32,352,0.7,1.3,10473.7
55696,20221029084542,2.3,1023.0,80,211,9.3,0.5,10018.7
55773,20221029084542,6.3,1012.2,75,120,13.7,0.1,10450.4
56106,20221029084542,20.7,1008.1,9,4,13.2,0.3,10012.2
56116,20221029084542,6.7,1022.1,93,131,8.7,0.8,10106.6
56137,20221029084542,21.8,1026.3,88,142,0.5,1.4,10426.9
56202,20221029084542,22.2,1012.7,34,177,5.5,1.1,10285.4
56223,20221029084542,3.4,1021.2,43,284,9.6,0.7,10194.8
56227,20221029084542,10.5,1016.6,27,100,4.8,0.2,10408.9
56312,20221029084542,28.3,1008.4,47,265,0.7,0.5,10285.6
56331,20221029084542,31.6,1026.4,77,194,4.1,1.3,10007.8
56434,20221029084542,5.8,1016.6,93,325,6.1,0.3,10201.0
51053,20221029084542,20.8,1004.0,31,25,11.6,0.4,10025.5
51059,20221029084542,6.3,1015.5,69,245,2.1,1.4,10060.9
51060,20221029084542,25.2,1021.2,42,296,5.6,0.5,10094.6
51068,20221029084542,13.1,1025.6,34,118,9.5,0.1,10157.5
51076,20221029084542,6.7,1020.4,5,237,0.6,0.7,10017.0
51087,20221029084542,13.0,1025.3,92,121,7.0,0.7,10423.4
51133,20221029084542,29.4,1003.7,90,285,3.1,0.3,10413.7
51156,20221029084542,14.2,1008.8,84,49,12.7,1.2,10201.6
51186,20221029084542,1.9,1000.2,35,174,1.4,1.4,10247.5
51232,20221029084542,30.8,1025.2,6,195,2.3,1.2,10398.4
51238,20221029084542,28.5,1002.7,37,199,13.6,0.9,10018.4
51241,20221029084542,0.9,1002.5,38,187,10.9,0.8,10052.5
51243,20221029084542,31.5,1009.2,40,134,14.2,1.3,10245.6
51288,20221029084542,25.8,1017.1,100,116,14.5,0.0,10110.7
51330,20221029084542,11.8,1000.7,62,6,1.1,0.9,10289.0
51334,20221029084542,4.8,1014.8,23,345,8.9,1.1,10189.9
51346,20221029084542,2.2,1021.1,26,20,7.8,1.3,10336.7
51358,20221029084542,5.8,1022.0,3,46,5.8,1.3,10490.4
51365,20221029084542,20.7,1023.9,80,26,1.1,0.8,10175.1
51367,20221029084542,11.0,1018.3,99,311,7.1,0.8,10409.3
51379,20221029084542,28.4,1007.8,67,342,11.9,0.7,10379.1
51431,20221029084542,29.1,1010.1,9,50,14.7,1.0,10408.8
51433,20221029084542,7.9,1008.0,5,221,2.6,0.7,10386.6
51437,20221029084542,5.0,1024.2,81,133,7.0,0.6,10016.3
51463,20221029084542,33.9,1018.2,27,174,13.6,0.4,10120.1
51467,20221029084542,2.7,1023.3,72,145,9.0,1.1,10283.0
51469,20221029084542,33.1,1011.4,78,284,11.1,0.9,10204.9
51470,20221029084542,16.2,1021.3,99,167,9.5,0.2,10169.9
51477,20221029084542,12.0,1002.6,79,178,6.3,0.8,10044.3
51495,20221029084542,14.9,1009.8,34,267,13.1,1.2,10281.2
51526,20221029084542,26.3,1017.2,41,142,13.3,1.3,10085.0
51542,20221029084542,26.9,1001.2,18,285,12.2,0.7,10258.8
51567,20221029084542,10.3,1004.0,6,284,10.6,1.1,10455.5
51573,20221029084542,29.7,1004.1,60,203,3.9,0.4,10105.2
51581,20221029084542,14.7,1021.8,96,174,8.8,0.3,10498.5
51628,20221029084542,5.6,1008.7,17,136,11.1,1.3,10473.6
51633,20221029084542,0.9,1026.3,67,83,14.5,1.1,10390.9
51639,20221029084542,11.1,1025.4,36,226,10.0,1.4,10165.0
51642,20221029084542,21.5,1008.2,33,153,3.5,0.7,10480.9
51644,20221029084542,8.1,1007.1,65,217,12.5,0.4,10289.4
51655,20221029084542,11.8,1003.0,68,73,11.5,0.9,10349.9
51656,20221029084542,19.2,1025.5,69,355,11.9,1.1,10206.3
51701,20221029084542,30.5,1019.3,91,104,8.5,1.4,10166.7
51704,20221029084542,18.7,1014.3,37,348,12.2,0.5,10282.4
51705,20221029084542,28.0,1010.5,11,326,5.3,1.3,10070.3
51709,20221029084542,5.8,1015.4,41,331,2.7,0.0,10344.1
51711,20221029084542,6.2,1020.4,40,140,1.4,1.4,10060.5
51716,20221029084542,13.8,1011.6,66,323,6.2,1.4,10468.8
51720,20221029084542,7.3,1010.7,69,101,4.4,1.1,10047.1
51730,20221029084542,19.6,1024.3,84,48,7.5,1.5,10224.0
51747,20221029084542,17.7,1000.6,51,120,0.0,0.5,10390.4
51765,20221029084542,11.7,1005.3,10,165,13.2,0.7,10470.4
51777,20221029084542,14.1,1014.4,65,340,3.6,0.4,10124.9
51804,20221029084542,32.6,1013.3,86,260,12.2,0.9,10143.4
51810,20221029084542,10.8,1016.4,4,193,8.0,0.1,10364.1
51811,20221029084542,27.6,1002.7,79,310,2.0,0.8,10164.5
51818,20221029084542,13.5,1026.3,9,60,14.4,1.2,10427.7
51828,20221029084542,15.6,1015.1,47,192,2.0,1.5,10018.3
51839,20221029084542,33.8,1014.7,45,23,14.7,0.0,10382.9
51855,20221029084542,18.3,1010.3,54,134,10.0,0.0,10210.0
51931,20221029084542,21.5,1012.5,33,69,8.5,0.4,10090.5
52101,20221029084542,30.1,1025.9,15,311,12.0,1.2,10252.8
52112,20221029084542,27.6,1002.1,21,56,9.8,0.4,10205.0
52118,20221029084542,33.9,1012.4,80,359,1.8,0.9,10238.4
52203,20221029084542,7.7,1021.5,62,193,13.7,0.1,10181.1
52313,20221029084542,33.1,1013.7,6,315,0.1,0.3,10150.0
56444,20221029084542,6.6,1004.4,94,126,8.2,0.5,10368.7
56533,20221029084542,19.2,1015.8,35,350,4.2,1.4,10015.2
56543,20221029084542,16.6,1009.4,7,163,11.6,0.3,10464.4
56548,20221029084542,13.9,1019.8,52,9,5.0,1.2,10378.1
56586,20221029084542,6.8,1026.0,55,150,1.6,0.7,10137.1
56643,20221029084542,3.2,1013.1,52,60,9.1,0.2,10075.6
56651,20221029084542,24.7,1011.7,76,178,5.3,0.9,10335.1
56664,20221029084542,17.8,1022.6,62,144,11.6,0.5,10426.6
56684,20221029084542,15.8,1020.8,90,44,0.5,0.3,10373.7
56739,20221029084542,21.4,1025.2,4,253,10.3,1.0,10284.4
56748,20221029084542,9.2,1005.9,69,140,9.8,0.4,10254.5
56751,20221029084542,31.0,1008.7,64,290,8.0,1.2,10393.2
56763,20221029084542,31.4,1018.9,100,257,11.3,0.0,10491.9
56768,20221029084542,27.8,1005.0,49,214,2.8,0.7,10038.0
56778,20221029084542,6.9,1011.9,74,340,0.4,1.0,10417.7
56786,20221029084542,24.0,1023.5,43,126,11.7,0.1,10450.5
56838,20221029084542,17.8,1025.1,72,258,12.3,1.4,10057.9
56856,20221029084542,7.2,1017.1,62,278,9.8,0.9,10089.1
56872,20221029084542,27.3,1023.9,21,62,7.5,1.3,10457.9
56875,20221029084542,9.5,1001.9,7,226,13.1,0.8,10340.3
56886,20221029084542,25.6,1019.7,69,191,9.0,1.1,10070.2
56946,20221029084542,25.3,1020.9,70,343,12.7,0.6,10431.5
56950,20221029084542,12.0,1011.3,15,284,10.9,1.0,10236.8
56951,20221029084542,1.3,1020.7,61,136,2.3,1.4,10420.8
56954,20221029084542,1.7,1007.5,95,118,12.9,0.2,10117.9
